gene_name,ensembl,description,entrezgene
Sall2,ENSRNOG00000013287,spalt-like transcription factor 2 [Source:RGD Symbol;Acc:1309272],305854
Fyco1,ENSRNOG00000006336,FYVE and coiled-coil domain containing 1 [Source:RGD Symbol;Acc:1309069],301085
Rprd2,ENSRNOG00000054294,regulation of nuclear pre-mRNA domain containing 2 [Source:RGD Symbol;Acc:2320792],100364568
Srcap,ENSRNOG00000050282,Snf2-related CREBBP activator protein [Source:RGD Symbol;Acc:1565642],NA
AABR07004229.1,ENSRNOG00000053709,,NA
Fam198b,ENSRNOG00000010183,"family with sequence similarity 198, member B [Source:RGD Symbol;Acc:735075]",310540
Mmab,ENSRNOG00000049426,methylmalonic aciduria (cobalamin deficiency) cblB type [Source:RGD Symbol;Acc:1596242],687861
Tada1,ENSRNOG00000003816,transcriptional adaptor 1 [Source:RGD Symbol;Acc:1306774],360874
Map4k1,ENSRNOG00000020505,mitogen activated protein kinase kinase kinase kinase 1 [Source:RGD Symbol;Acc:1305463],292763
Mllt10,ENSRNOG00000022249,"MLLT10, histone lysine methyltransferase DOT1L cofactor [Source:RGD Symbol;Acc:1310874]",361285
Kcnj16,ENSRNOG00000004713,potassium voltage-gated channel subfamily J member 16 [Source:RGD Symbol;Acc:61824],29719
AC123471.1,ENSRNOG00000018377,,NA
AABR07017781.1,ENSRNOG00000053359,,NA
Micall1,ENSRNOG00000026212,MICAL-like 1 [Source:RGD Symbol;Acc:1305415],362958
AABR07035089.1,ENSRNOG00000047146,,NA
Mpo,ENSRNOG00000008310,myeloperoxidase [Source:RGD Symbol;Acc:1592081],303413
Cenpc,ENSRNOG00000021776,centromere protein C [Source:RGD Symbol;Acc:1303061],305270
Dnah9,ENSRNOG00000004171,"dynein, axonemal, heavy chain 9 [Source:RGD Symbol;Acc:621799]",117251
AABR07017825.4,ENSRNOG00000052896,,NA
Sem1,ENSRNOG00000010420,"SEM1, 26S proteasome complex subunit [Source:RGD Symbol;Acc:1590628]",680532
AABR07032057.1,ENSRNOG00000061300,,NA
AABR07007745.1,ENSRNOG00000057460,,NA
AC135520.1,ENSRNOG00000046843,,NA
Rps6ka5,ENSRNOG00000004362,ribosomal protein S6 kinase A5 [Source:RGD Symbol;Acc:1308336],314384
Cyb5d1,ENSRNOG00000045742,cytochrome b5 domain containing 1 [Source:RGD Symbol;Acc:1559567],363629
Rnaseh1,ENSRNOG00000008584,ribonuclease H1 [Source:RGD Symbol;Acc:1309012],298933
RF00100,ENSRNOG00000055017,,NA
AABR07002247.1,ENSRNOG00000050476,,NA
Ptprz1,ENSRNOG00000006030,"protein tyrosine phosphatase, receptor type Z1 [Source:RGD Symbol;Acc:3455]",25613
Aprt,ENSRNOG00000014405,adenine phosphoribosyl transferase [Source:RGD Symbol;Acc:1307758],292072
Foxj2,ENSRNOG00000009000,forkhead box J2 [Source:RGD Symbol;Acc:1565101],502886
Gsdme,ENSRNOG00000009970,gasdermin E [Source:MGI Symbol;Acc:MGI:1889850],NA
Notch3,ENSRNOG00000004346,notch 3 [Source:RGD Symbol;Acc:620761],56761
Haghl,ENSRNOG00000019612,hydroxyacylglutathione hydrolase-like [Source:RGD Symbol;Acc:1308042],302995
LOC680520,ENSRNOG00000027997,similar to CG4349-PA [Source:RGD Symbol;Acc:1590640],680520
Nadk,ENSRNOG00000016936,NAD kinase [Source:RGD Symbol;Acc:1642420],100125370
Abhd12,ENSRNOG00000036934,abhydrolase domain containing 12 [Source:RGD Symbol;Acc:1562570],499913
Greb1,ENSRNOG00000024651,growth regulating estrogen receptor binding 1 [Source:RGD Symbol;Acc:1564091],500633
RF00045,ENSRNOG00000053880,,NA
Serpinb9d,ENSRNOG00000022139,"serine (or cysteine) peptidase inhibitor, clade B, member 9d [Source:RGD Symbol;Acc:1308725]",306890
RF00560,ENSRNOG00000059800,,NA
Clec4m,ENSRNOG00000029881,C-type lectin domain family 4 member M [Source:RGD Symbol;Acc:1561466],288378
Map2k4,ENSRNOG00000003834,mitogen activated protein kinase kinase 4 [Source:RGD Symbol;Acc:1307040],287398
LOC108350839,ENSRNOG00000038437,high mobility group protein B1-like [Source:RGD Symbol;Acc:11440908],108350839
RF00001,ENSRNOG00000058198,,NA
Cacfd1,ENSRNOG00000005840,calcium channel flower domain containing 1 [Source:RGD Symbol;Acc:1311501],296599
Tm2d2,ENSRNOG00000016559,TM2 domain containing 2 [Source:RGD Symbol;Acc:1306769],290833
RF00413,ENSRNOG00000052794,,NA
Slc12a1,ENSRNOG00000005367,solute carrier family 12 member 1 [Source:RGD Symbol;Acc:3685],25065
RF00420,ENSRNOG00000061586,"predicted gene, 22830 [Source:MGI Symbol;Acc:MGI:5452607]",NA
Idua,ENSRNOG00000000043,"iduronidase, alpha-L- [Source:RGD Symbol;Acc:1310943]",360904
Fam24a,ENSRNOG00000026035,"family with sequence similarity 24, member A [Source:RGD Symbol;Acc:1560948]",499278
RF00393,ENSRNOG00000052441,,NA
Ppm1a,ENSRNOG00000005916,"protein phosphatase, Mg2+/Mn2+ dependent, 1A [Source:RGD Symbol;Acc:3373]",24666
AC126877.1,ENSRNOG00000046268,,NA
RF00015,ENSRNOG00000061421,"predicted gene, 25284 [Source:MGI Symbol;Acc:MGI:5455061]",NA
Olr1686,ENSRNOG00000048079,olfactory receptor gene Olr1686 [Source:RGD Symbol;Acc:1594569],294152
Olr1686,ENSRNOG00000048079,olfactory receptor gene Olr1686 [Source:RGD Symbol;Acc:1594569],100910479
AABR07025366.1,ENSRNOG00000045619,,NA
RF00619,ENSRNOG00000056866,,NA
Arfrp1,ENSRNOG00000013992,ADP-ribosylation factor related protein 1 [Source:RGD Symbol;Acc:621683],117051
LOC100362342,ENSRNOG00000050554,rCG47764-like [Source:RGD Symbol;Acc:2318344],100362342
March6,ENSRNOG00000011066,membrane associated ring-CH-type finger 6 [Source:RGD Symbol;Acc:1565757],294862
RF00026,ENSRNOG00000052258,,NA
AABR07017656.1,ENSRNOG00000047226,,NA
AC107096.2,ENSRNOG00000058737,,NA
Dand5,ENSRNOG00000033368,DAN domain BMP antagonist family member 5 [Source:RGD Symbol;Acc:1590249],685719
Ttll3,ENSRNOG00000009032,tubulin tyrosine ligase like 3 [Source:RGD Symbol;Acc:1311255],362415
AABR07072108.1,ENSRNOG00000006943,,NA
AABR07028491.1,ENSRNOG00000047676,,NA
Tmem106a,ENSRNOG00000023628,transmembrane protein 106A [Source:RGD Symbol;Acc:1309043],287722
Mrgbp,ENSRNOG00000059891,MRG domain binding protein [Source:RGD Symbol;Acc:1308612],108348058
Arl6ip4,ENSRNOG00000001080,ADP-ribosylation factor like GTPase 6 interacting protein 4 [Source:RGD Symbol;Acc:1307657],288656
Ankzf1,ENSRNOG00000019052,ankyrin repeat and zinc finger domain containing 1 [Source:RGD Symbol;Acc:1359242],363255
Acsf3,ENSRNOG00000015077,acyl-CoA synthetase family member 3 [Source:RGD Symbol;Acc:1586037],498962
AABR07013288.3,ENSRNOG00000050314,,NA
AC105577.1,ENSRNOG00000055867,,NA
Sim2,ENSRNOG00000054203,SIM bHLH transcription factor 2 [Source:RGD Symbol;Acc:1308016],304071
Fam237a,ENSRNOG00000054699,family with sequence similarity 237 member A [Source:RGD Symbol;Acc:9235481],103690541
RF00553,ENSRNOG00000057829,"predicted gene, 22767 [Source:MGI Symbol;Acc:MGI:5452544]",NA
Cbln3,ENSRNOG00000020503,cerebellin 3 precursor [Source:RGD Symbol;Acc:1563731],501998
RF00003,ENSRNOG00000058622,,NA
Gabra1,ENSRNOG00000003512,gamma-aminobutyric acid type A receptor alpha1 subunit [Source:RGD Symbol;Acc:61855],29705
B3galt5,ENSRNOG00000030983,"Beta-1,3-galactosyltransferase 5 [Source:RGD Symbol;Acc:1306727]",288161
AABR07052894.1,ENSRNOG00000047740,,NA
RF00560,ENSRNOG00000058700,,NA
Sptssa,ENSRNOG00000004292,"serine palmitoyltransferase, small subunit A [Source:RGD Symbol;Acc:1565821]",500651
Mir6216,ENSRNOG00000048524,microRNA 6216 [Source:RGD Symbol;Acc:7489036],NA
Tcof1,ENSRNOG00000026108,treacle ribosome biogenesis factor 1 [Source:RGD Symbol;Acc:1309850],291571
RF00416,ENSRNOG00000053261,"predicted gene, 22504 [Source:MGI Symbol;Acc:MGI:5452281]",NA
RF00100,ENSRNOG00000055069,,NA
Mars2,ENSRNOG00000048668,"methionyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1311527]",316403
Mars2,ENSRNOG00000048668,"methionyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1311527]",100911305
Prrg4,ENSRNOG00000022710,proline rich and Gla domain 4 [Source:RGD Symbol;Acc:1560542],499847
Krtap2-4l,ENSRNOG00000060941,keratin associated protein 2-4-like [Source:RGD Symbol;Acc:1595488],680152
Krtap2-4l,ENSRNOG00000060941,keratin associated protein 2-4-like [Source:RGD Symbol;Acc:1595488],501721
RF00026,ENSRNOG00000059152,"predicted gene, 26420 [Source:MGI Symbol;Acc:MGI:5456197]",NA
AABR07017200.1,ENSRNOG00000055488,,NA
Prkrip1,ENSRNOG00000001426,PRKR interacting protein 1 [Source:RGD Symbol;Acc:1595708],498171
Saxo2,ENSRNOG00000026296,stabilizer of axonemal microtubules 2 [Source:RGD Symbol;Acc:1562653],293061
Ldlrad2,ENSRNOG00000033503,low density lipoprotein receptor A domain containing 2 [Source:MGI Symbol;Acc:MGI:3588210],NA
Pde6d,ENSRNOG00000018610,phosphodiesterase 6D [Source:RGD Symbol;Acc:1306204],363272
AABR07062046.1,ENSRNOG00000057403,,NA
RF00181,ENSRNOG00000058616,,NA
Srpx2,ENSRNOG00000003715,"sushi-repeat-containing protein, X-linked 2 [Source:RGD Symbol;Acc:1562444]",317181
Tas2r126,ENSRNOG00000017881,"taste receptor, type 2, member 126 [Source:RGD Symbol;Acc:727853]",246219
Ifi27l2b,ENSRNOG00000026605,"interferon, alpha-inducible protein 27 like 2B [Source:RGD Symbol;Acc:1559721]",299269
Ptger4,ENSRNOG00000013240,prostaglandin E receptor 4 [Source:RGD Symbol;Acc:628641],84023
AABR07009031.1,ENSRNOG00000061466,,NA
RF00026,ENSRNOG00000061405,,NA
AABR07069197.1,ENSRNOG00000059516,,NA
RF00426,ENSRNOG00000055094,,NA
AABR07029573.1,ENSRNOG00000049032,,NA
AABR07027910.1,ENSRNOG00000053712,,NA
AABR07072260.1,ENSRNOG00000025014,,NA
Zfp418,ENSRNOG00000015271,zinc finger protein 418 [Source:RGD Symbol;Acc:1311663],292548
AABR07044724.1,ENSRNOG00000056799,,NA
Znf48,ENSRNOG00000017837,zinc finger protein 48 [Source:RGD Symbol;Acc:9115869],103690203
Ago1,ENSRNOG00000055915,"argonaute 1, RISC catalytic component [Source:RGD Symbol;Acc:1304619]",313594
RF00413,ENSRNOG00000058604,,NA
Pitx3,ENSRNOG00000019194,paired-like homeodomain 3 [Source:RGD Symbol;Acc:3332],29609
RF00004,ENSRNOG00000061081,,NA
Olr17,ENSRNOG00000057764,olfactory receptor 17 [Source:RGD Symbol;Acc:1333998],405261
Olr1007,ENSRNOG00000050845,olfactory receptor 1007 [Source:RGD Symbol;Acc:1334418],288887
AABR07006978.1,ENSRNOG00000048790,,NA
Mtus2,ENSRNOG00000032410,microtubule associated scaffold protein 2 [Source:RGD Symbol;Acc:1562533],498136
RF00100,ENSRNOG00000057783,,NA
Aqp6,ENSRNOG00000053181,aquaporin 6 [Source:RGD Symbol;Acc:71100],29170
AABR07049347.1,ENSRNOG00000055254,,NA
RF00100,ENSRNOG00000056000,,NA
Clec4a2,ENSRNOG00000030012,"C-type lectin domain family 4, member A2 [Source:RGD Symbol;Acc:1359163]",297584
AABR07066798.1,ENSRNOG00000022566,,NA
RF00100,ENSRNOG00000055052,,NA
RF00105,ENSRNOG00000056875,,NA
RF00406,ENSRNOG00000052242,,NA
RF00015,ENSRNOG00000054255,,NA
Dvl1,ENSRNOG00000019423,dishevelled segment polarity protein 1 [Source:RGD Symbol;Acc:620632],83721
Amfr,ENSRNOG00000055446,autocrine motility factor receptor [Source:RGD Symbol;Acc:1311551],361367
Dhrs7c,ENSRNOG00000026548,dehydrogenase/reductase 7C [Source:RGD Symbol;Acc:1306989],287411
Hist1h2bh,ENSRNOG00000058187,histone cluster 1 H2B family member h [Source:RGD Symbol;Acc:2325039],100359692
RF00156,ENSRNOG00000058395,"predicted gene, 24992 [Source:MGI Symbol;Acc:MGI:5454769]",NA
Htr1d,ENSRNOG00000012038,5-hydroxytryptamine receptor 1D [Source:RGD Symbol;Acc:2847],25323
RF00560,ENSRNOG00000054369,,NA
Kcne3,ENSRNOG00000017054,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:RGD Symbol;Acc:621384],63883
RF02151,ENSRNOG00000054183,"predicted gene, 27675 [Source:MGI Symbol;Acc:MGI:5531057]",NA
AABR07018028.1,ENSRNOG00000031618,,NA
RF00009,ENSRNOG00000053929,,NA
Adipor1,ENSRNOG00000004143,adiponectin receptor 1 [Source:RGD Symbol;Acc:1303151],289036
Ticrr,ENSRNOG00000015520,TOPBP1-interacting checkpoint and replication regulator [Source:RGD Symbol;Acc:1308541],308768
RF00026,ENSRNOG00000059264,,NA
Sec22c,ENSRNOG00000047873,"SEC22 homolog C, vesicle trafficking protein [Source:RGD Symbol;Acc:1590146]",687022
RF00100,ENSRNOG00000059301,,NA
LOC100360143,ENSRNOG00000048341,rCG64164-like [Source:RGD Symbol;Acc:2322706],688335
LOC100360143,ENSRNOG00000048341,rCG64164-like [Source:RGD Symbol;Acc:2322706],100360143
AABR07043598.1,ENSRNOG00000028320,,NA
Ankrd33b,ENSRNOG00000010888,ankyrin repeat domain 33B [Source:RGD Symbol;Acc:1564227],310200
Spg7,ENSRNOG00000015150,"SPG7, paraplegin matrix AAA peptidase subunit [Source:RGD Symbol;Acc:727940]",353231
RF00604,ENSRNOG00000055223,,NA
Kif2c,ENSRNOG00000019100,kinesin family member 2C [Source:RGD Symbol;Acc:620239],171529
AABR07035428.1,ENSRNOG00000001107,,NA
Fam149b1,ENSRNOG00000006554,"family with sequence similarity 149, member B1 [Source:RGD Symbol;Acc:1359592]",289900
Olr250,ENSRNOG00000028802,olfactory receptor 250 [Source:RGD Symbol;Acc:1334370],405923
Smim8,ENSRNOG00000023035,small integral membrane protein 8 [Source:RGD Symbol;Acc:1305158],297971
RF00026,ENSRNOG00000056055,"predicted gene, 24468 [Source:MGI Symbol;Acc:MGI:5454245]",NA
LOC100911548,ENSRNOG00000015125,SPRY domain-containing SOCS box protein 2-like [Source:RGD Symbol;Acc:6492498],297592
RF00001,ENSRNOG00000044784,,NA
Clpb,ENSRNOG00000019693,"ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:RGD Symbol;Acc:621328]",65041
RF00003,ENSRNOG00000055629,,NA
AABR07012044.1,ENSRNOG00000052191,,NA
RF00100,ENSRNOG00000060332,,NA
Gzmf,ENSRNOG00000028810,granzyme F [Source:RGD Symbol;Acc:628603],266704
LOC100910887,ENSRNOG00000049157,olfactory receptor 6C4-like [Source:RGD Symbol;Acc:6495778],304633
RF00560,ENSRNOG00000056048,,NA
RF00181,ENSRNOG00000055085,,NA
AABR07054586.1,ENSRNOG00000051007,,NA
Mir3552,ENSRNOG00000050508,microRNA 3552 [Source:RGD Symbol;Acc:4888609],NA
RF00002,ENSRNOG00000061546,,NA
RF00007,ENSRNOG00000054193,,NA
Sntn,ENSRNOG00000027383,"sentan, cilia apical structure protein [Source:RGD Symbol;Acc:1562356]",498456
Cd200r1l,ENSRNOG00000002046,CD200 receptor 1-like [Source:RGD Symbol;Acc:1563387],501779
RF00139,ENSRNOG00000054019,,NA
Phldb1,ENSRNOG00000026985,"pleckstrin homology-like domain, family B, member 1 [Source:RGD Symbol;Acc:620878]",171434
RF00001,ENSRNOG00000041834,,NA
Olr693,ENSRNOG00000006408,olfactory receptor 693 [Source:RGD Symbol;Acc:1333562],404821
RF00560,ENSRNOG00000057549,,NA
Isg20l2,ENSRNOG00000011402,interferon stimulated exonuclease gene 20-like 2 [Source:RGD Symbol;Acc:1359413],361977
Ndufa2,ENSRNOG00000017571,NADH:ubiquinone oxidoreductase subunit A2 [Source:RGD Symbol;Acc:1309997],291660
AABR07063740.2,ENSRNOG00000057022,,NA
AABR07003344.1,ENSRNOG00000036300,,NA
Cxadrl1,ENSRNOG00000029567,coxsackie virus and adenovirus receptor-like 1 [Source:RGD Symbol;Acc:735201],361873
RF00026,ENSRNOG00000058927,"predicted gene, 25268 [Source:MGI Symbol;Acc:MGI:5455045]",NA
AABR07052432.1,ENSRNOG00000053183,,NA
RF00181,ENSRNOG00000052120,,NA
LOC103690375,ENSRNOG00000061898,olfactory receptor 4C15-like [Source:RGD Symbol;Acc:9409894],103690375
Uprt,ENSRNOG00000021552,uracil phosphoribosyltransferase homolog [Source:RGD Symbol;Acc:1564806],317237
AABR07021596.3,ENSRNOG00000052673,,NA
RF00561,ENSRNOG00000057749,,NA
RF00560,ENSRNOG00000054365,,NA
AABR07053787.2,ENSRNOG00000053162,,NA
Olr427,ENSRNOG00000031763,olfactory receptor 427 [Source:RGD Symbol;Acc:1332825],405112
AABR07072511.1,ENSRNOG00000054453,,NA
Prr15l,ENSRNOG00000049162,proline rich 15-like [Source:RGD Symbol;Acc:1592397],688163
AABR07052324.1,ENSRNOG00000049891,,NA
Mir298,ENSRNOG00000035566,microRNA 298 [Source:RGD Symbol;Acc:2325373],NA
AABR07009338.1,ENSRNOG00000055758,,NA
RF00560,ENSRNOG00000052747,,NA
AC118414.1,ENSRNOG00000032925,,NA
AABR07057421.5,ENSRNOG00000054306,,NA
RF00026,ENSRNOG00000061339,,NA
Ints14,ENSRNOG00000012469,integrator complex subunit 14 [Source:RGD Symbol;Acc:1359616],300782
Gtf2b,ENSRNOG00000011135,general transcription factor IIB [Source:RGD Symbol;Acc:619735],81673
AABR07042999.1,ENSRNOG00000058341,,NA
Lca5,ENSRNOG00000009580,"LCA5, lebercilin [Source:RGD Symbol;Acc:1308555]",300866
RF00560,ENSRNOG00000053750,,NA
RF00100,ENSRNOG00000056143,,NA
Olr447,ENSRNOG00000048739,olfactory receptor 447 [Source:RGD Symbol;Acc:1333128],295719
AABR07058647.1,ENSRNOG00000054074,,NA
AABR07065640.1,ENSRNOG00000047622,,NA
AABR07030180.1,ENSRNOG00000055718,,NA
Plekhh1,ENSRNOG00000010650,"pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:RGD Symbol;Acc:1308362]",314262
RF00017,ENSRNOG00000054045,,NA
AABR07060539.1,ENSRNOG00000054527,,NA
Clec2d,ENSRNOG00000048726,"C-type lectin domain family 2, member D [Source:RGD Symbol;Acc:620070]",113937
AABR07070824.1,ENSRNOG00000050216,,NA
AABR07049405.1,ENSRNOG00000037974,,NA
B4galnt3,ENSRNOG00000010344,"beta-1,4-N-acetyl-galactosaminyl transferase 3 [Source:RGD Symbol;Acc:1561056]",500306
RF00100,ENSRNOG00000060199,,NA
AC095078.2,ENSRNOG00000061792,,NA
Polr1b,ENSRNOG00000018349,RNA polymerase I subunit B [Source:RGD Symbol;Acc:620822],83582
Opcml,ENSRNOG00000023809,opioid binding protein/cell adhesion molecule-like [Source:RGD Symbol;Acc:620635],116597
AABR07049815.1,ENSRNOG00000054075,,NA
RF00026,ENSRNOG00000057592,,NA
AABR07050722.1,ENSRNOG00000057306,,NA
LOC108348293,ENSRNOG00000050134,uncharacterized LOC108348293 [Source:RGD Symbol;Acc:11360501],NA
AABR07017649.1,ENSRNOG00000057684,,NA
Stx17,ENSRNOG00000005801,syntaxin 17 [Source:RGD Symbol;Acc:708499],252853
AABR07027810.3,ENSRNOG00000053408,,NA
LOC108353047,ENSRNOG00000059860,uncharacterized LOC108353047 [Source:RGD Symbol;Acc:11393005],NA
RF00015,ENSRNOG00000054575,,NA
LOC100910199,ENSRNOG00000047291,olfactory receptor 146-like [Source:RGD Symbol;Acc:6499944],405086
LOC100910199,ENSRNOG00000047291,olfactory receptor 146-like [Source:RGD Symbol;Acc:6499944],100910402
LOC100910199,ENSRNOG00000047291,olfactory receptor 146-like [Source:RGD Symbol;Acc:6499944],100910409
AC103227.1,ENSRNOG00000056707,,NA
Rbbp5,ENSRNOG00000021289,"RB binding protein 5, histone lysine methyltransferase complex subunit [Source:RGD Symbol;Acc:1305532]",304794
AABR07043395.1,ENSRNOG00000055892,,NA
AABR07054490.1,ENSRNOG00000061347,,NA
AABR07047103.1,ENSRNOG00000052266,,NA
Rasl12,ENSRNOG00000032339,"RAS-like, family 12 [Source:RGD Symbol;Acc:1306268]",315762
AABR07030563.1,ENSRNOG00000057017,,NA
Klhl22,ENSRNOG00000001878,kelch-like family member 22 [Source:RGD Symbol;Acc:1306288],303792
AABR07044841.1,ENSRNOG00000061380,,NA
AABR07016559.1,ENSRNOG00000059123,,NA
Bmyc,ENSRNOG00000042556,brain expressed myelocytomatosis oncogene [Source:RGD Symbol;Acc:1584970],311807
Bhmt,ENSRNOG00000011200,betaine-homocysteine S-methyltransferase [Source:RGD Symbol;Acc:621496],81508
Tmsb15b2,ENSRNOG00000037661,thymosin beta 15B2 [Source:RGD Symbol;Acc:708373],286978
AABR07032267.1,ENSRNOG00000058761,,NA
AABR07005535.1,ENSRNOG00000051825,,NA
AABR07068351.1,ENSRNOG00000016974,,NA
AABR07005977.1,ENSRNOG00000052216,,NA
Slc27a2,ENSRNOG00000010128,solute carrier family 27 member 2 [Source:RGD Symbol;Acc:71103],65192
AABR07010183.1,ENSRNOG00000059781,,NA
Gata1,ENSRNOG00000047663,GATA binding protein 1 [Source:RGD Symbol;Acc:2663],108348091
Trav12-3,ENSRNOG00000042119,T cell receptor alpha variable 12-3 [Source:RGD Symbol;Acc:1564212],691058
AABR07010330.2,ENSRNOG00000060192,,NA
As3mt,ENSRNOG00000020081,arsenite methyltransferase [Source:RGD Symbol;Acc:621325],140925
Serpinb3a,ENSRNOG00000002578,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A [Source:RGD Symbol;Acc:1562868]",498209
AABR07011545.1,ENSRNOG00000049459,,NA
Ankrd42,ENSRNOG00000009664,ankyrin repeat domain 42 [Source:RGD Symbol;Acc:1310789],293117
LOC102548541,ENSRNOG00000049135,uncharacterized LOC102548541 [Source:RGD Symbol;Acc:7527318],102548541
Tpd52,ENSRNOG00000011441,tumor protein D52 [Source:RGD Symbol;Acc:1306767],294900
Atxn7l3b,ENSRNOG00000059744,ataxin 7-like 3B [Source:RGD Symbol;Acc:2301984],100192313
AABR07058383.2,ENSRNOG00000053930,,NA
AABR07029220.1,ENSRNOG00000053667,,NA
AABR07017773.1,ENSRNOG00000048115,,NA
Wdr48,ENSRNOG00000016942,WD repeat domain 48 [Source:RGD Symbol;Acc:1309702],363164
S100a16,ENSRNOG00000012053,S100 calcium binding protein A16 [Source:RGD Symbol;Acc:1306770],361991
AABR07069473.1,ENSRNOG00000056108,,NA
Uqcr11,ENSRNOG00000016952,"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:RGD Symbol;Acc:1590985]",690848
RF00108,ENSRNOG00000053379,,NA
Jag1,ENSRNOG00000007443,jagged 1 [Source:RGD Symbol;Acc:2937],29146
Col11a1,ENSRNOG00000023148,collagen type XI alpha 1 chain [Source:RGD Symbol;Acc:2372],25654
Bst1,ENSRNOG00000003064,bone marrow stromal cell antigen 1 [Source:RGD Symbol;Acc:620344],81506
Dnajc4,ENSRNOG00000043060,DnaJ heat shock protein family (Hsp40) member C4 [Source:RGD Symbol;Acc:1308693],361717
LOC100910838,ENSRNOG00000050511,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1-like [Source:RGD Symbol;Acc:6496186],100910838
AABR07033525.1,ENSRNOG00000045887,,NA
AABR07012318.1,ENSRNOG00000042970,,NA
Bcl2l14,ENSRNOG00000028632,BCL2 like 14 [Source:RGD Symbol;Acc:1562777],500348
Smtn,ENSRNOG00000019451,smoothelin [Source:RGD Symbol;Acc:1310216],289734
RF00554,ENSRNOG00000052179,,NA
AABR07031695.1,ENSRNOG00000024838,,NA
Layn,ENSRNOG00000011228,layilin [Source:RGD Symbol;Acc:1564444],500996
Tex30,ENSRNOG00000011658,testis expressed 30 [Source:RGD Symbol;Acc:1309095],301381
Ankrd13a,ENSRNOG00000001204,ankyrin repeat domain 13a [Source:RGD Symbol;Acc:1308577],360823
RF00560,ENSRNOG00000054766,,NA
Olr681,ENSRNOG00000058748,olfactory receptor 681 [Source:RGD Symbol;Acc:1332600],404824
Defa9,ENSRNOG00000046453,defensin alpha 9 [Source:RGD Symbol;Acc:1564555],498658
AABR07014355.1,ENSRNOG00000060904,,NA
RF00026,ENSRNOG00000061555,,NA
Olr654,ENSRNOG00000047650,olfactory receptor 654 [Source:RGD Symbol;Acc:1334116],404831
Olr654,ENSRNOG00000047650,olfactory receptor 654 [Source:RGD Symbol;Acc:1334116],404829
Mtch2,ENSRNOG00000058658,mitochondrial carrier 2 [Source:RGD Symbol;Acc:1308080],295922
LOC100912327,ENSRNOG00000046038,olfactory receptor 13C3-like [Source:RGD Symbol;Acc:6487777],100912327
RF00105,ENSRNOG00000055495,,NA
Cavin2,ENSRNOG00000025895,caveolae associated protein 2 [Source:RGD Symbol;Acc:1359345],316384
Efna2,ENSRNOG00000016203,ephrin A2 [Source:RGD Symbol;Acc:620389],84358
AABR07055861.1,ENSRNOG00000028146,,NA
Saysd1,ENSRNOG00000006341,SAYSVFN motif domain containing 1 [Source:MGI Symbol;Acc:MGI:1914759],NA
RF00001,ENSRNOG00000044715,,NA
Ttc21a,ENSRNOG00000034089,tetratricopeptide repeat domain 21A [Source:RGD Symbol;Acc:1308806],301065
Nfam1,ENSRNOG00000022975,NFAT activating protein with ITAM motif 1 [Source:RGD Symbol;Acc:1308316],362966
Plekhg4,ENSRNOG00000016479,pleckstrin homology and RhoGEF domain containing G4 [Source:RGD Symbol;Acc:1310790],307796
AABR07005779.4,ENSRNOG00000050338,,NA
LOC103692128,ENSRNOG00000061871,homeobox protein Hox-A9 [Source:RGD Symbol;Acc:9092358],297099
LOC103692128,ENSRNOG00000061871,homeobox protein Hox-A9 [Source:RGD Symbol;Acc:9092358],103692128
LOC498826,ENSRNOG00000031060,LRRGT00165 [Source:RGD Symbol;Acc:1560045],NA
Taf12,ENSRNOG00000048288,TATA-box binding protein associated factor 12 [Source:RGD Symbol;Acc:1592841],682902
Cd163,ENSRNOG00000010253,CD163 molecule [Source:RGD Symbol;Acc:1310382],312701
Mir1306,ENSRNOG00000041554,microRNA 1306 [Source:RGD Symbol;Acc:7489022],NA
Ung,ENSRNOG00000000692,uracil-DNA glycosylase [Source:RGD Symbol;Acc:1307200],304577
Eln,ENSRNOG00000001469,elastin [Source:RGD Symbol;Acc:67394],25043
Olr865,ENSRNOG00000058382,olfactory receptor 865 [Source:RGD Symbol;Acc:1333331],298474
RF00026,ENSRNOG00000061847,,NA
AABR07057436.1,ENSRNOG00000004391,,NA
LOC103694867,ENSRNOG00000053118,ADP-ribosylation factor-binding protein GGA2-like [Source:RGD Symbol;Acc:9280434],103694867
AC241705.1,ENSRNOG00000055630,,NA
RF00003,ENSRNOG00000057775,,NA
Wif1,ENSRNOG00000004476,Wnt inhibitory factor 1 [Source:RGD Symbol;Acc:619774],114557
Olr839,ENSRNOG00000049174,olfactory receptor 839 [Source:RGD Symbol;Acc:1332747],298734
Rps24,ENSRNOG00000010189,ribosomal protein S24 [Source:RGD Symbol;Acc:621040],81776
AABR07030520.1,ENSRNOG00000042025,,NA
Tenm4,ENSRNOG00000011151,teneurin transmembrane protein 4 [Source:RGD Symbol;Acc:1304658],308831
AC096600.1,ENSRNOG00000056454,,NA
