gene_name,ensembl,description,entrezgene
Sym,FBgn0037371,Symplekin [Source:FlyBase;Acc:FBgn0037371],40709
CG31813,FBgn0051813,,318957
Cpr62Bc,FBgn0035281,Cuticular protein 62Bc [Source:FlyBase;Acc:FBgn0035281],38241
CG5916,FBgn0038401,,41960
Ppm1,FBgn0035143,,38071
CheB42a,FBgn0053348,Chemosensory protein B 42a [Source:FlyBase;Acc:FBgn0053348],2768721
lost,FBgn0263594,,40559
Coq2,FBgn0037574,Coenzyme Q biosynthesis protein 2 [Source:FlyBase;Acc:FBgn0037574],40988
CR46065,FBgn0267734,,NA
CR46236,FBgn0267956,,NA
CG42346,FBgn0259677,,3355160
CR46080,FBgn0267749,,NA
Past1,FBgn0016693,Putative Achaete Scute Target 1 [Source:FlyBase;Acc:FBgn0016693],41569
Ggamma1,FBgn0004921,G protein gamma 1 [Source:FlyBase;Acc:FBgn0004921],35881
CR43622,FBgn0263613,,NA
CG4393,FBgn0039075,,42764
SLC22A,FBgn0037140,SLC22A family member [Source:FlyBase;Acc:FBgn0037140],40437
lncRNA:TS27,FBgn0284420,long noncoding RNA: testis-specific 27 [Source:FlyBase;Acc:FBgn0284420],NA
Plap,FBgn0024314,Phospholipase A2 activator protein [Source:FlyBase;Acc:FBgn0024314],43978
CNT1,FBgn0033371,Concentrative nucleoside transporter 1 [Source:FlyBase;Acc:FBgn0033371],35915
CG13996,FBgn0031763,,33842
CR43486,FBgn0263497,,NA
TMS1,FBgn0028399,,39827
BG642163,FBgn0083938,,4379888
Nxt1,FBgn0028411,NTF2-related export protein 1 [Source:FlyBase;Acc:FBgn0028411],37769
Hrs,FBgn0031450,Hepatocyte growth factor regulated tyrosine kinase substrate [Source:FlyBase;Acc:FBgn0031450],33458
Nbr,FBgn0032924,Nibbler [Source:FlyBase;Acc:FBgn0032924],35385
CR43640,FBgn0263649,,NA
CG31380,FBgn0051380,,318701
RpL34b,FBgn0037686,Ribosomal protein L34b [Source:FlyBase;Acc:FBgn0037686],41120
Cpr65Aw,FBgn0052404,Cuticular protein 65Aw [Source:FlyBase;Acc:FBgn0052404],38706
CG43134,FBgn0262608,,12798107
mir-1003,FBgn0262431,mir-1003 stem loop [Source:FlyBase;Acc:FBgn0262431],NA
CG5791,FBgn0040582,,50055
CR46139,FBgn0267814,,NA
CG9147,FBgn0031774,,33855
CG13840,FBgn0039028,,42705
Cyp1,FBgn0004432,Cyclophilin 1 [Source:FlyBase;Acc:FBgn0004432],32595
baf,FBgn0031977,barrier to autointegration factor [Source:FlyBase;Acc:FBgn0031977],34095
geminin,FBgn0033081,,35563
CG18294,FBgn0036873,,40115
snoRNA:Me28S-G980,FBgn0086042,,NA
snoRNA:Me18S-G642,FBgn0086035,,NA
CG16741,FBgn0042198,,59232
fz4,FBgn0027342,frizzled 4 [Source:FlyBase;Acc:FBgn0027342],31659
mthl5,FBgn0037960,methuselah-like 5 [Source:FlyBase;Acc:FBgn0037960],41438
Gdap1,FBgn0035587,,38597
chif,FBgn0000307,chiffon [Source:FlyBase;Acc:FBgn0000307],34974
CR44673,FBgn0265884,,NA
CG7110,FBgn0032521,,34757
CG45765,FBgn0267412,,26067043
CG45765,FBgn0267412,,26067048
CG13255,FBgn0040636,,50109
5SrRNA:CR33445,FBgn0053445,,NA
CG44040,FBgn0264832,,14462475
Tango14,FBgn0031312,Transport and Golgi organization 14 [Source:FlyBase;Acc:FBgn0031312],33298
CG43844,FBgn0264426,,26067040
mRpL13,FBgn0032720,mitochondrial ribosomal protein L13 [Source:FlyBase;Acc:FBgn0032720],35145
mah,FBgn0285912,mahogany [Source:FlyBase;Acc:FBgn0285912],42988
CG12061,FBgn0040031,,3354990
CR45528,FBgn0267084,,NA
CR44187,FBgn0265076,,NA
CR42646,FBgn0261429,,NA
Saf-B,FBgn0039229,Scaffold attachment factor B [Source:FlyBase;Acc:FBgn0039229],42958
mir-983-2,FBgn0262279,mir-983-2 stem loop [Source:FlyBase;Acc:FBgn0262279],NA
ZnT35C,FBgn0028516,Zinc transporter 35C [Source:FlyBase;Acc:FBgn0028516],34890
CG8841,FBgn0033713,,36336
CR45221,FBgn0266748,,NA
X11L,FBgn0026313,,252671
CG13603,FBgn0039135,,42838
CG42362,FBgn0259708,,7354407
snoRNA:Me28S-G2703c,FBgn0082929,,NA
lqf,FBgn0028582,liquid facets [Source:FlyBase;Acc:FBgn0028582],38846
snRNA:U4:38AB,FBgn0003931,small nuclear RNA U4 at 38AB [Source:FlyBase;Acc:FBgn0003931],NA
jhamt,FBgn0028841,juvenile hormone acid methyltransferase [Source:FlyBase;Acc:FBgn0028841],34977
mRpL40,FBgn0037892,mitochondrial ribosomal protein L40 [Source:FlyBase;Acc:FBgn0037892],41364
CR46243,FBgn0267963,,NA
CR44972,FBgn0266307,,NA
5SrRNA:CR33446,FBgn0053446,,NA
CR43859,FBgn0264441,,NA
CG11368,FBgn0040923,,50397
CG15399,FBgn0031460,,33472
QIL1,FBgn0036726,,39948
CG5966,FBgn0029831,,31532
dpn,FBgn0010109,deadpan [Source:FlyBase;Acc:FBgn0010109],35800
CG7358,FBgn0030974,,32886
CG43342,FBgn0263047,,12798510
snoRNA:U3:9B,FBgn0065046,,NA
CG14151,FBgn0036089,,39201
CR44280,FBgn0265307,,NA
CG30269,FBgn0050269,,37600
mahj,FBgn0034641,mahjong [Source:FlyBase;Acc:FBgn0034641],37462
hog,FBgn0266710,,318105
CR45441,FBgn0266990,,NA
CecB,FBgn0000278,Cecropin B [Source:FlyBase;Acc:FBgn0000278],43598
CG4676,FBgn0033815,,36465
CG42782,FBgn0261853,,10178908
CG43775,FBgn0264297,,37863
Lcp65Aa,FBgn0020645,,38709
CR43932,FBgn0264553,,NA
CG45489,FBgn0267045,,19836030
TwdlZ,FBgn0052569,TweedleZ [Source:FlyBase;Acc:FBgn0052569],318092
Sugb,FBgn0036191,Sugar baby [Source:FlyBase;Acc:FBgn0036191],39314
Cpsf73,FBgn0261065,Cleavage and polyadenylation specificity factor 73 [Source:FlyBase;Acc:FBgn0261065],42240
CG17454,FBgn0039977,,7354399
CG15143,FBgn0032647,,35062
Mid1,FBgn0053988,,37953
CR44220,FBgn0265151,,NA
nvd,FBgn0259697,neverland [Source:FlyBase;Acc:FBgn0259697],5740633
CR45835,FBgn0267485,,NA
His2A:CG33814,FBgn0053814,,3772345
His2A:CG33814,FBgn0053814,,3771783
His2A:CG33814,FBgn0053814,,3772541
His2A:CG33814,FBgn0053814,,3772351
His2A:CG33814,FBgn0053814,,3772632
His2A:CG33814,FBgn0053814,,318855
His2A:CG33814,FBgn0053814,,3772148
His2A:CG33814,FBgn0053814,,3772565
His2A:CG33814,FBgn0053814,,3772278
His2A:CG33814,FBgn0053814,,3772448
His2A:CG33814,FBgn0053814,,3772447
His2A:CG33814,FBgn0053814,,3772360
His2A:CG33814,FBgn0053814,,3771774
His2A:CG33814,FBgn0053814,,3772505
His2A:CG33814,FBgn0053814,,3771785
His2A:CG33814,FBgn0053814,,3772618
His2A:CG33814,FBgn0053814,,3772282
CG32260,FBgn0052260,,317943
tRNA:Asp-GTC-1-1,FBgn0051914,transfer RNA:Aspartic acid-GTC 1-1 [Source:FlyBase;Acc:FBgn0051914],NA
CG43293,FBgn0262985,,12798363
CG14190,FBgn0030979,,32891
CG31482,FBgn0051482,,40806
CG9135,FBgn0031769,,33850
Gyc89Da,FBgn0038435,Guanylyl cyclase at 89Da [Source:FlyBase;Acc:FBgn0038435],42001
AP-1gamma,FBgn0030089,"Adaptor Protein complex 1, gamma subunit [Source:FlyBase;Acc:FBgn0030089]",31842
CG33125,FBgn0053125,,318892
CG10494,FBgn0034634,,37453
CG13972,FBgn0039522,,43307
CG5973,FBgn0031914,,34023
Tfb4,FBgn0031309,Transcription factor B4 [Source:FlyBase;Acc:FBgn0031309],33294
mtd,FBgn0013576,mustard [Source:FlyBase;Acc:FBgn0013576],45467
CG10570,FBgn0040992,,50466
CG8358,FBgn0037727,,41172
NTPase,FBgn0024947,,33495
CG2841,FBgn0003159,,44529
Best3,FBgn0036492,Bestrophin 3 [Source:FlyBase;Acc:FBgn0036492],39661
CG9766,FBgn0037229,,40539
CG31882,FBgn0051882,,319000
stj,FBgn0261041,straightjacket [Source:FlyBase;Acc:FBgn0261041],36526
CR43984,FBgn0264716,,NA
cac,FBgn0263111,cacophony [Source:FlyBase;Acc:FBgn0263111],32158
CG1544,FBgn0039827,,43689
Tsp74F,FBgn0036769,Tetraspanin 74F [Source:FlyBase;Acc:FBgn0036769],39995
CG42680,FBgn0261566,,10178899
NUCB1,FBgn0052190,,39978
gfzf,FBgn0250732,GST-containing FLYWCH zinc-finger protein [Source:FlyBase;Acc:FBgn0250732],40858
gus,FBgn0026238,gustavus [Source:FlyBase;Acc:FBgn0026238],35478
CG12814,FBgn0037796,,41246
CG30108,FBgn0050108,,246460
CR46073,FBgn0267742,,NA
CG16789,FBgn0037712,,41154
CR43472,FBgn0263449,,NA
CG17560,FBgn0038450,,42022
B52,FBgn0004587,,41670
CG11406,FBgn0034990,,37877
Sfp87B,FBgn0259975,Seminal fluid protein 87B [Source:FlyBase;Acc:FBgn0259975],8674076
CG33786,FBgn0061361,,3772640
Spn42Db,FBgn0033112,Serpin 42Db [Source:FlyBase;Acc:FBgn0033112],35599
yellow-e3,FBgn0038150,,41651
5SrRNA:CR33362,FBgn0053362,,NA
CG6951,FBgn0036959,,40222
sowi,FBgn0037460,solwind [Source:FlyBase;Acc:FBgn0037460],40809
CR44491,FBgn0265684,,NA
CG4362,FBgn0038784,,42410
GABA-B-R1,FBgn0260446,metabotropic GABA-B receptor subtype 1 [Source:FlyBase;Acc:FBgn0260446],34878
Cyt-c-d,FBgn0086907,Cytochrome c distal [Source:FlyBase;Acc:FBgn0086907],34995
CG18508,FBgn0028746,,59253
CG10019,FBgn0031568,,33600
hng2,FBgn0037634,hinge2 [Source:FlyBase;Acc:FBgn0037634],41056
Stam,FBgn0027363,Signal transducing adaptor molecule [Source:FlyBase;Acc:FBgn0027363],34505
CR45196,FBgn0266706,,NA
tRNA:Arg-ACG-1-7,FBgn0011962,transfer RNA:Arginine-ACG 1-7 [Source:FlyBase;Acc:FBgn0011962],NA
CR46034,FBgn0267701,,NA
CR46250,FBgn0267983,,NA
Spx,FBgn0015818,Spliceosomal protein on the X [Source:FlyBase;Acc:FBgn0015818],31558
CR44203,FBgn0265098,,NA
snmRNA:649,FBgn0065087,small non-messenger RNA 649 [Source:FlyBase;Acc:FBgn0065087],NA
CG7246,FBgn0030081,,31833
CG30349,FBgn0050349,,35885
CR44218,FBgn0265149,,NA
CR44801,FBgn0266036,,NA
CR42735,FBgn0261699,,NA
janB,FBgn0001281,janus B [Source:FlyBase;Acc:FBgn0001281],43568
CR44933,FBgn0266238,,NA
mRpS6,FBgn0035534,mitochondrial ribosomal protein S6 [Source:FlyBase;Acc:FBgn0035534],38535
Syt1,FBgn0004242,Synaptotagmin 1 [Source:FlyBase;Acc:FBgn0004242],33473
CG32264,FBgn0052264,,38438
CR43957,FBgn0264617,,NA
cl,FBgn0000318,clot [Source:FlyBase;Acc:FBgn0000318],43938
snoRNA:Psi18S-301,FBgn0083039,,NA
CG12229,FBgn0036723,,39945
Rdl,FBgn0004244,Resistant to dieldrin [Source:FlyBase;Acc:FBgn0004244],39054
Arc2,FBgn0033928,,36597
mei-S332,FBgn0002715,meiotic from via Salaria 332 [Source:FlyBase;Acc:FBgn0002715],37523
VhaM9.7-a,FBgn0035521,Vacuolar H[+] ATPase M9.7 subunit a [Source:FlyBase;Acc:FBgn0035521],38521
f-cup,FBgn0028487,flyers-cup [Source:FlyBase;Acc:FBgn0028487],41677
CG43999,FBgn0264741,,42827
Tim23,FBgn0267976,Translocase of inner mitochondrial membrane 23 [Source:FlyBase;Acc:FBgn0267976],3355096
Cap-D3,FBgn0051989,Chromosome associated protein D3 [Source:FlyBase;Acc:FBgn0051989],33778
CG34172,FBgn0085201,,5740746
CG43755,FBgn0264086,,319026
CG13857,FBgn0038958,,42627
CG7656,FBgn0036516,,39691
CG17917,FBgn0037431,,40778
CG6126,FBgn0038407,,41967
CG10932,FBgn0029969,,31695
Tig,FBgn0011722,Tiggrin [Source:FlyBase;Acc:FBgn0011722],33896
Atet,FBgn0020762,ABC transporter expressed in trachea [Source:FlyBase;Acc:FBgn0020762],33636
CG14174,FBgn0036036,,39139
CG13403,FBgn0030544,,32366
CG43737,FBgn0263994,,32448
insb,FBgn0034224,insensible [Source:FlyBase;Acc:FBgn0034224],36967
CG31999,FBgn0051999,,43777
Obp57d,FBgn0043536,Odorant-binding protein 57d [Source:FlyBase;Acc:FBgn0043536],NA
CG14086,FBgn0036860,,40100
CG7567,FBgn0039670,,43479
Myt1,FBgn0040298,,38649
mir-4982,FBgn0263522,mir-4982 stem loop [Source:FlyBase;Acc:FBgn0263522],NA
CR46044,FBgn0267711,,NA
Lmpt,FBgn0261565,Limpet [Source:FlyBase;Acc:FBgn0261565],39889
Tapdelta,FBgn0021795,Translocon-associated protein delta [Source:FlyBase;Acc:FBgn0021795],45680
CG6006,FBgn0063649,,41962
MED16,FBgn0034707,Mediator complex subunit 16 [Source:FlyBase;Acc:FBgn0034707],37535
CG33229,FBgn0053229,,2768996
CR45642,FBgn0267202,,NA
CheA87a,FBgn0038142,Chemosensory protein A 87a [Source:FlyBase;Acc:FBgn0038142],41642
CR43620,FBgn0263611,,NA
tRNA:Leu-CAA-1-1,FBgn0011910,transfer RNA:Leucine-CAA 1-1 [Source:FlyBase;Acc:FBgn0011910],NA
CG44532,FBgn0265725,,19835861
CG2972,FBgn0030177,,31943
Ubi-p5E,FBgn0086558,Ubiquitin-5E [Source:FlyBase;Acc:FBgn0086558],326237
CG6300,FBgn0038730,,42351
CR45826,FBgn0267476,,NA
cid,FBgn0040477,centromere identifier [Source:FlyBase;Acc:FBgn0040477],36495
CG6106,FBgn0030914,,32816
Golgin104,FBgn0036614,Golgin 104 [Source:FlyBase;Acc:FBgn0036614],39810
Tnpo,FBgn0024921,Transportin [Source:FlyBase;Acc:FBgn0024921],38721
dpr13,FBgn0034286,defective proboscis extension response 13 [Source:FlyBase;Acc:FBgn0034286],3885598
CG34461,FBgn0250833,,5740547
CR44404,FBgn0265577,,NA
robl22E,FBgn0028570,,33412
CG34347,FBgn0085376,,5740668
CG4593,FBgn0029929,,31649
btd,FBgn0000233,buttonhead [Source:FlyBase;Acc:FBgn0000233],31912
CG14866,FBgn0038315,,41854
Bgb,FBgn0013753,Big brother [Source:FlyBase;Acc:FBgn0013753],38198
CG14153,FBgn0036094,,39208
Sfp65A,FBgn0259969,Seminal fluid protein 65A [Source:FlyBase;Acc:FBgn0259969],8674009
mth,FBgn0023000,methuselah [Source:FlyBase;Acc:FBgn0023000],38058
CG2875,FBgn0029672,,31326
CG9953,FBgn0035726,,38763
CG10444,FBgn0034494,,37294
scaRNA:MeU5-G38,FBgn0261455,small Cajal body-specific RNA : MeU5-G38 [Source:FlyBase;Acc:FBgn0261455],NA
Tet,FBgn0263392,Ten-Eleven Translocation (TET) family protein [Source:FlyBase;Acc:FBgn0263392],38347
CG9287,FBgn0032057,,34194
CG15177,FBgn0037461,,40810
Mdh2,FBgn0262559,Malate dehydrogenase 2 [Source:FlyBase;Acc:FBgn0262559],42185
l(3)72Dn,FBgn0263605,lethal (3) 72Dn [Source:FlyBase;Acc:FBgn0263605],39774
CG32544,FBgn0052544,,318082
CG16995,FBgn0031412,,33413
epsilonCOP,FBgn0027496,Coat Protein (coatomer) epsilon [Source:FlyBase;Acc:FBgn0027496],33908
CG14339,FBgn0031301,,33286
mir-4949,FBgn0263544,mir-4949 stem loop [Source:FlyBase;Acc:FBgn0263544],NA
CG14756,FBgn0033275,,35798
Drak,FBgn0052666,Death-associated protein kinase related [Source:FlyBase;Acc:FBgn0052666],32097
Atg14,FBgn0039636,Autophagy-related 14 [Source:FlyBase;Acc:FBgn0039636],43438
Axn,FBgn0026597,Axin [Source:FlyBase;Acc:FBgn0026597],43565
CG8929,FBgn0034504,,37306
Cyp4d1,FBgn0005670,Cytochrome P450-4d1 [Source:FlyBase;Acc:FBgn0005670],31188
CG14397,FBgn0032914,,8674022
CG17337,FBgn0259979,,35507
CG15024,FBgn0040699,,50172
CG14926,FBgn0032360,,34567
CG5693,FBgn0040989,,50463
CG32241,FBgn0052241,,317934
CG15529,FBgn0039748,,43584
CG42556,FBgn0260758,,8674031
Mst87F,FBgn0002862,Male-specific RNA 87F [Source:FlyBase;Acc:FBgn0002862],41693
CG31673,FBgn0051673,,35348
ORMDL,FBgn0037110,,40404
Klp68D,FBgn0004381,Kinesin-like protein at 68D [Source:FlyBase;Acc:FBgn0004381],39332
Tnpo-SR,FBgn0031456,Transportin-Serine/Arginine rich [Source:FlyBase;Acc:FBgn0031456],33465
Lsm11,FBgn0033450,,36013
tra2,FBgn0003742,transformer 2 [Source:FlyBase;Acc:FBgn0003742],36619
CG15036,FBgn0040922,,50396
CG5984,FBgn0039500,,43281
snoRNA:Me28S-A2634a,FBgn0082946,,NA
snoRNA:CG31191-a,FBgn0263460,,NA
CG14232,FBgn0031061,,32983
CG7946,FBgn0039743,,43576
lbm,FBgn0016032,late bloomer [Source:FlyBase;Acc:FBgn0016032],35623
Ipp,FBgn0016672,Inositol polyphosphate 1-phosphatase [Source:FlyBase;Acc:FBgn0016672],41701
CR45354,FBgn0266894,,NA
CR44896,FBgn0266201,,NA
CG13299,FBgn0035694,,38724
CG18135,FBgn0036837,,40073
CG5214,FBgn0037891,,41360
nos,FBgn0002962,Nitric oxide synthase [Source:FlyBase;Acc:FBgn0002962],42297
CG16716,FBgn0034459,,37253
CR46109,FBgn0267778,,NA
rn,FBgn0267337,rotund [Source:FlyBase;Acc:FBgn0267337],40879
5SrRNA:CR33413,FBgn0053413,,NA
CG31712,FBgn0051712,,34320
CG34125,FBgn0083961,,4379886
IP3K2,FBgn0283680,"Inositol 1,4,5-triphosphate kinase 2 [Source:FlyBase;Acc:FBgn0283680]",32285
PUS1,FBgn0038811,pseudouridylate synthase 1 [Source:FlyBase;Acc:FBgn0038811],42440
Vha100-2,FBgn0028670,Vacuolar H[+] ATPase 100kD subunit 2 [Source:FlyBase;Acc:FBgn0028670],42216
CG17944,FBgn0037500,,40885
escl,FBgn0032391,,34611
CG34456,FBgn0085485,,5740168
CG32847,FBgn0052847,,318245
CG17065,FBgn0031099,,33026
pea,FBgn0086895,peanuts [Source:FlyBase;Acc:FBgn0086895],36561
CG4306,FBgn0036787,,40017
Mal-A8,FBgn0033297,Maltase A8 [Source:FlyBase;Acc:FBgn0033297],35830
CR45731,FBgn0267295,,NA
tRNA:Cys-GCA-2-1,FBgn0052312,transfer RNA:Cysteine-GCA 2-1 [Source:FlyBase;Acc:FBgn0052312],NA
CR44522,FBgn0265715,,NA
CG11380,FBgn0040359,,31065
CG31108,FBgn0051108,,43015
glob2,FBgn0250846,globin 2 [Source:FlyBase;Acc:FBgn0250846],40807
CR45328,FBgn0266867,,NA
Nlg2,FBgn0031866,Neuroligin 2 [Source:FlyBase;Acc:FBgn0031866],33962
thoc6,FBgn0036263,,39394
CR43408,FBgn0263327,,NA
CG30431,FBgn0050431,,35549
CR43258,FBgn0262903,,NA
CG4882,FBgn0025336,,37787
CG4670,FBgn0033814,,36464
CR44222,FBgn0265153,,NA
RhoGAP1A,FBgn0025836,Rho GTPase activating protein at 1A [Source:FlyBase;Acc:FBgn0025836],5740235
Muc12Ea,FBgn0052602,Mucin 12Ea [Source:FlyBase;Acc:FBgn0052602],32384
Bdp1,FBgn0032512,B double prime 1 [Source:FlyBase;Acc:FBgn0032512],34748
CR6434,FBgn0036972,,NA
CG8034,FBgn0031011,,32924
Pdk,FBgn0017558,Pyruvate dehydrogenase kinase [Source:FlyBase;Acc:FBgn0017558],35970
CG31551,FBgn0051551,,318795
tRNA:Asn-GTT-1-1,FBgn0011938,transfer RNA:Asparagine-GTT 1-1 [Source:FlyBase;Acc:FBgn0011938],NA
Start1,FBgn0035028,,37927
Hph,FBgn0264785,HIF prolyl hydroxylase [Source:FlyBase;Acc:FBgn0264785],40633
CG14613,FBgn0031188,,33133
mir-4963,FBgn0263545,mir-4963 stem loop [Source:FlyBase;Acc:FBgn0263545],NA
CG30076,FBgn0050076,,246438
Sfp84E,FBgn0259974,Seminal fluid protein 84E [Source:FlyBase;Acc:FBgn0259974],8674093
CG6830,FBgn0037934,,41408
CG42855,FBgn0262102,,10178866
CG33003,FBgn0053003,,318826
CR44516,FBgn0265709,,NA
dnr1,FBgn0260866,defense repressor 1 [Source:FlyBase;Acc:FBgn0260866],37575
CG33626,FBgn0053626,,3772257
Gfat1,FBgn0027341,Glutamine:fructose-6-phosphate aminotransferase 1 [Source:FlyBase;Acc:FBgn0027341],3354921
CG6388,FBgn0032430,,34656
LysE,FBgn0004428,Lysozyme E [Source:FlyBase;Acc:FBgn0004428],38128
PIG-P,FBgn0039405,Phosphatidylinositol glycan anchor biosynthesis class P [Source:FlyBase;Acc:FBgn0039405],43168
Eig71Ej,FBgn0014850,,39711
5SrRNA:CR33396,FBgn0053396,,NA
CG6576,FBgn0035924,,39003
Nach,FBgn0024319,,36864
scra,FBgn0261385,scraps [Source:FlyBase;Acc:FBgn0261385],35696
CG13144,FBgn0032260,,34444
CR45967,FBgn0267629,,NA
CG12289,FBgn0036160,,39279
CG17574,FBgn0033777,,36415
mt:tRNA:Met-CAT,FBgn0013700,mitochondrial transfer RNA:Methionine-CAT [Source:FlyBase;Acc:FBgn0013700],NA
CG17167,FBgn0039941,,3354991
Atg7,FBgn0034366,Autophagy-related 7 [Source:FlyBase;Acc:FBgn0034366],37141
mRpL36,FBgn0042112,mitochondrial ribosomal protein L36 [Source:FlyBase;Acc:FBgn0042112],59151
CG12517,FBgn0032311,,34506
CR44494,FBgn0265687,,NA
wcd,FBgn0262560,wicked [Source:FlyBase;Acc:FBgn0262560],36831
Rpn13,FBgn0033886,Regulatory particle non-ATPase 13 [Source:FlyBase;Acc:FBgn0033886],36545
mir-4946,FBgn0263568,mir-4946 stem loop [Source:FlyBase;Acc:FBgn0263568],NA
CG34221,FBgn0085250,,5740574
CR45284,FBgn0266822,,NA
hmw,FBgn0038607,hemingway [Source:FlyBase;Acc:FBgn0038607],42207
CG15506,FBgn0039686,,43498
CR45587,FBgn0267147,,NA
CG4372,FBgn0034665,,37490
CG30411,FBgn0050411,,246600
CG44270,FBgn0265256,,19835022
CG31013,FBgn0051013,,326111
CR44820,FBgn0266067,,NA
Tpr2,FBgn0032586,Tetratricopeptide repeat protein 2 [Source:FlyBase;Acc:FBgn0032586],34984
CG8281,FBgn0035824,,38880
CG31391,FBgn0051391,,41280
CR44965,FBgn0266280,,NA
mir-125,FBgn0262456,mir-125 stem loop [Source:FlyBase;Acc:FBgn0262456],NA
SRm160,FBgn0036340,,39483
CG1317,FBgn0035333,,38300
CG10307,FBgn0034655,,37477
CR44016,FBgn0264786,,NA
CG13560,FBgn0034899,,37758
CG31176,FBgn0051176,,42554
CR44306,FBgn0265365,,NA
St1,FBgn0034887,Sulfotransferase 1 [Source:FlyBase;Acc:FBgn0034887],37742
Chi,FBgn0013764,Chip [Source:FlyBase;Acc:FBgn0013764],37837
CG14050,FBgn0040392,,31218
CG10589,FBgn0037035,,40313
mys,FBgn0004657,myospheroid [Source:FlyBase;Acc:FBgn0004657],44885
Rcd6,FBgn0034530,Reduction in Cnn dots 6 [Source:FlyBase;Acc:FBgn0034530],37332
mir-313,FBgn0262441,mir-313 stem loop [Source:FlyBase;Acc:FBgn0262441],NA
Spn77Bc,FBgn0036970,Serpin 77Bc [Source:FlyBase;Acc:FBgn0036970],40236
shakB,FBgn0085387,shaking B [Source:FlyBase;Acc:FBgn0085387],33062
mRpL23,FBgn0035335,mitochondrial ribosomal protein L23 [Source:FlyBase;Acc:FBgn0035335],38302
Cht12,FBgn0050293,Chitinase 12 [Source:FlyBase;Acc:FBgn0050293],246535
S1P,FBgn0037105,,40399
CG17258,FBgn0031496,,33517
Neb-cGP,FBgn0083167,,50417
CG43098,FBgn0262544,,12798585
CG42671,FBgn0261553,,39268
SsRbeta,FBgn0011016,Signal sequence receptor beta [Source:FlyBase;Acc:FBgn0011016],39768
CG3262,FBgn0032986,,35452
Pka-C1,FBgn0000273,"Protein kinase, cAMP-dependent, catalytic subunit 1 [Source:FlyBase;Acc:FBgn0000273]",34284
mir-2281,FBgn0262327,mir-2281 stem loop [Source:FlyBase;Acc:FBgn0262327],NA
CG33643,FBgn0053643,,3772011
CG12256,FBgn0038002,,14462452
mino,FBgn0027579,minotaur [Source:FlyBase;Acc:FBgn0027579],43350
Adar,FBgn0026086,Adenosine deaminase acting on RNA [Source:FlyBase;Acc:FBgn0026086],31130
Baldspot,FBgn0260960,,39860
CR45212,FBgn0266739,,NA
CG43915,FBgn0264516,,14462830
CR44351,FBgn0265451,,NA
CR44105,FBgn0264914,,NA
Srp9,FBgn0035827,Signal recognition particle protein 9 [Source:FlyBase;Acc:FBgn0035827],38883
CR44949,FBgn0266254,,NA
Tlk,FBgn0283657,Tousled-like kinase [Source:FlyBase;Acc:FBgn0283657],318206
CG10710,FBgn0036377,,39525
CG32371,FBgn0052371,,317999
CHKov1,FBgn0045761,CHK domain ov1 [Source:FlyBase;Acc:FBgn0045761],43067
CHES-1-like,FBgn0029504,Checkpoint suppressor 1-like [Source:FlyBase;Acc:FBgn0029504],31678
TwdlK,FBgn0039439,TweedleK [Source:FlyBase;Acc:FBgn0039439],43205
His2A:CG33832,FBgn0053832,,3772345
His2A:CG33832,FBgn0053832,,3771783
His2A:CG33832,FBgn0053832,,3772541
His2A:CG33832,FBgn0053832,,3772351
His2A:CG33832,FBgn0053832,,3772632
His2A:CG33832,FBgn0053832,,318855
His2A:CG33832,FBgn0053832,,3772148
His2A:CG33832,FBgn0053832,,3772565
His2A:CG33832,FBgn0053832,,3772278
His2A:CG33832,FBgn0053832,,3772448
His2A:CG33832,FBgn0053832,,3772447
His2A:CG33832,FBgn0053832,,3772360
His2A:CG33832,FBgn0053832,,3771774
His2A:CG33832,FBgn0053832,,3772505
His2A:CG33832,FBgn0053832,,3771785
His2A:CG33832,FBgn0053832,,3772618
His2A:CG33832,FBgn0053832,,3772282
pasi1,FBgn0038545,pasiflora 1 [Source:FlyBase;Acc:FBgn0038545],42139
Or82a,FBgn0041621,Odorant receptor 82a [Source:FlyBase;Acc:FBgn0041621],318778
CG31174,FBgn0051174,,318616
CG4174,FBgn0036793,,40023
CG45122,FBgn0266615,,19835488
CR44374,FBgn0265524,,NA
CG18598,FBgn0038589,,42188
CG9483,FBgn0032072,,34209
CG33465,FBgn0053465,,3885587
Gr61a,FBgn0035167,Gustatory receptor 61a [Source:FlyBase;Acc:FBgn0035167],38098
tRNA:Asp-GTC-1-11,FBgn0011845,transfer RNA:Aspartic acid-GTC 1-11 [Source:FlyBase;Acc:FBgn0011845],NA
Dhc64C,FBgn0261797,Dynein heavy chain 64C [Source:FlyBase;Acc:FBgn0261797],38580
CG14829,FBgn0035751,,38792
CR43636,FBgn0263627,,NA
CG10804,FBgn0029663,,31317
PIG-N,FBgn0033479,Phosphatidylinositol glycan anchor biosynthesis class N [Source:FlyBase;Acc:FBgn0033479],36049
lmgA,FBgn0250903,lemming A [Source:FlyBase;Acc:FBgn0250903],5740853
mir-282,FBgn0262368,mir-282 stem loop [Source:FlyBase;Acc:FBgn0262368],NA
CG14117,FBgn0036331,,39473
CG3734,FBgn0038700,,42318
Hpr1,FBgn0037382,,40723
CR43458,FBgn0263412,,NA
CG42705,FBgn0261616,,10178898
CR43631,FBgn0263622,,NA
CG15625,FBgn0031644,,33694
CG3121,FBgn0034957,,37831
CG18190,FBgn0034403,,37179
