gene_name,ensembl,description,entrezgene
,AT2G42450,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IN30],818845
,AT1G50770,"Aminotransferase-like, plant mobile domain family protein [Source:UniProtKB/TrEMBL;Acc:Q9C6K1]",841499
PP2AA1,AT1G25490,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Source:UniProtKB/Swiss-Prot;Acc:Q38845],839135
,AT2G05510,At2g05510 [Source:UniProtKB/TrEMBL;Acc:Q9SL16],815100
SAUR66,AT1G29500,Auxin-responsive protein SAUR66 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7Q1],839827
,AT2G26380,Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:O48705],817178
,AT2G21810,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:Q9SJ18],816717
,AT4G36640,At4g36640 [Source:UniProtKB/TrEMBL;Acc:O23217],829816
RH21,AT2G33730,DEAD-box ATP-dependent RNA helicase 21 [Source:UniProtKB/Swiss-Prot;Acc:P93008],817938
,AT4G14615,At4g14615 [Source:UniProtKB/TrEMBL;Acc:Q8L9X5],827111
NRT2.7,AT5G14570,NRT2.7 [Source:UniProtKB/TrEMBL;Acc:A0A178UKX9],831308
,AT1G55880,At1g55880 [Source:UniProtKB/TrEMBL;Acc:Q6NKY5],842038
PEX14,AT5G62810,Peroxisomal membrane protein PEX14 [Source:UniProtKB/Swiss-Prot;Acc:Q9FXT6],836402
KIN11,AT3G29160,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A178V9G9],822566
HMGS,AT4G11820,Hydroxymethylglutaryl-CoA synthase [Source:UniProtKB/Swiss-Prot;Acc:P54873],826788
,AT5G06590,Uncharacterized protein At5g06590/F15M7_12 [Source:UniProtKB/TrEMBL;Acc:Q8GYE1],830547
,AT3G42950,AT3g42950/F18P9_110 [Source:UniProtKB/TrEMBL;Acc:Q9M1L0],823351
,AT2G37810,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:Q4PSR5],818358
,AT5G54220,Defensin-like protein 69 [Source:UniProtKB/Swiss-Prot;Acc:Q9FL73],835510
,AT2G31440,Gamma-secretase subunit APH1-like [Source:UniProtKB/Swiss-Prot;Acc:Q8L9G7],817702
RPS5B,AT3G11940,40S ribosomal protein S5-2 [Source:UniProtKB/Swiss-Prot;Acc:P51427],820367
,AT5G60590,DHBP synthase RibB-like alpha/beta domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4K0E6],836180
,AT3G49440,F-box associated ubiquitination effector family protein [Source:UniProtKB/TrEMBL;Acc:Q9S7F8],824106
,AT3G44700,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q5XVB2],28719377
,AT1G47786,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4HV37],841192
,AT1G26590,C2H2-like zinc finger protein [Source:TAIR;Acc:AT1G26590],839199
SKIP,AT1G77180,SNW/SKI-interacting protein [Source:UniProtKB/Swiss-Prot;Acc:O80653],844055
,AT5G51180,AT5G51180 protein [Source:UniProtKB/TrEMBL;Acc:Q949V0],835192
,AT2G16620,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SLF5],816163
CER3,AT5G57800,Protein ECERIFERUM 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1Z0],835889
DCL,AT1G45230,"Protein DCL homolog, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C642]",841096
RER5,AT2G40400,"Protein RETICULATA-RELATED 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SIY5]",818633
PTP1,AT1G71860,Protein-tyrosine-phosphatase PTP1 [Source:UniProtKB/Swiss-Prot;Acc:O82656],843516
,AT4G16060,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Ha. [Source:TAIR;Acc:AT4G16060]",827291
TPP1,AT2G30440,"Thylakoidal processing peptidase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O04348]",817595
RAP74,AT4G12610,Transcription initiation factor IIF subunit alpha [Source:UniProtKB/Swiss-Prot;Acc:Q9SU25],826874
,AT3G54240,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q4PSL3],824591
HINT 2,AT1G31160,HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 [Source:UniProtKB/TrEMBL;Acc:Q8GYJ9],840001
,AT3G28570,P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRU0],822487
,AT3G15220,MAP kinase [Source:UniProtKB/TrEMBL;Acc:Q9LDN6],820753
AtGH9B17,AT4G39000,Endoglucanase 23 [Source:UniProtKB/Swiss-Prot;Acc:Q8GY58],830055
SERK4,AT2G13790,Somatic embryogenesis receptor kinase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKG5],815862
CID7,AT2G26280,Polyadenylate-binding protein-interacting protein 7 [Source:UniProtKB/Swiss-Prot;Acc:O64843],817168
,AT3G47170,HXXXD-type acyl-transferase family protein [Source:UniProtKB/TrEMBL;Acc:F4JAD2],823870
,AT2G11005,Glycine-rich protein [Source:UniProtKB/TrEMBL;Acc:F4IRD4],815567
MYB76,AT5G07700,MYB76 [Source:UniProtKB/TrEMBL;Acc:A0A178UB51],830663
,AT5G39770,"Restriction endonuclease, type II-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KFU8]",833973
,AT5G45290,RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KD57],834565
MLO8,AT2G17480,MLO-like protein 8 [Source:UniProtKB/Swiss-Prot;Acc:O22757],816254
,AT4G29103,unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT4G29103],6240454
,AT1G17090,At1g17090/F6I1_23 [Source:UniProtKB/TrEMBL;Acc:Q93Z61],838279
CRK,AT3G50530,CDPK-related kinase [Source:TAIR;Acc:AT3G50530],824217
BEH3,AT4G18890,BES1/BZR1 homolog protein 3 [Source:UniProtKB/Swiss-Prot;Acc:O49404],827623
,AT2G20618,Plant thionin family protein [Source:TAIR;Acc:AT2G20618],5007891
,AT4G01535,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT4G01535],828158
GLDH,AT3G47930,GLDH [Source:UniProtKB/TrEMBL;Acc:A0A178VN92],823948
CPEFG,AT1G62750,"Elongation factor G, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SI75]",842573
,AT3G50340,At3g50340 [Source:UniProtKB/TrEMBL;Acc:Q9SND3],824196
,AT3G49540,At3g49540 [Source:UniProtKB/TrEMBL;Acc:Q9SCK5],824116
,AT4G03175,Protein kinase superfamily protein [Source:TAIR;Acc:AT4G03175],828048
PAS1,AT3G54010,Peptidyl-prolyl cis-trans isomerase PASTICCINO1 [Source:UniProtKB/Swiss-Prot;Acc:Q7DMA9],824568
ChlADR2,AT3G04000,"NADPH-dependent aldehyde reductase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SQR2]",819555
,AT1G06980,"6,7-dimethyl-8-ribityllumazine synthase [Source:UniProtKB/TrEMBL;Acc:Q9LMJ2]",837208
,AT1G65490,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: u /.../ protein (TAIR:AT1G65486.1); Ha. [Source:TAIR;Acc:AT1G65490],842861
,AT1G04230,At1g04230 [Source:UniProtKB/TrEMBL;Acc:Q94K10],839575
LIP2,AT3G02810,Receptor-like kinase LIP2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8S2],821236
TRXF1,AT3G02730,TRXF1 [Source:UniProtKB/TrEMBL;Acc:A0A178VBJ7],821260
SERK5,AT2G13800,Somatic embryogenesis receptor kinase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPS5],815863
,AT5G16100,unknown protein; Ha. [Source:TAIR;Acc:AT5G16100],831467
,AT3G27230,At3g27230 [Source:UniProtKB/TrEMBL;Acc:Q9LK30],822342
,AT5G24320,Transducin/WD40 repeat-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KH31],832502
,AT5G40230,WAT1-related protein At5g40230 [Source:UniProtKB/Swiss-Prot;Acc:F4KHA8],834021
,AT5G08200,At5g08200 [Source:UniProtKB/TrEMBL;Acc:Q8L708],830716
,AT2G21960,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SJ03],816732
IDA,AT1G68765,IDA [Source:UniProtKB/TrEMBL;Acc:A0A178WMB5],843208
,AT5G49540,AT5g49540/K6M13_9 [Source:UniProtKB/TrEMBL;Acc:Q9AST5],835015
,AT2G02050,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKC9],814736
ESFL10,AT5G61605,EMBRYO SURROUNDING FACTOR 1-like protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q1PDG8],836282
RDL5,AT1G58807,Probable disease resistance protein RF45 [Source:UniProtKB/Swiss-Prot;Acc:F4IBE4],842232
RDL5,AT1G58807,Probable disease resistance protein RF45 [Source:UniProtKB/Swiss-Prot;Acc:F4IBE4],842225
PSF1,AT1G80190,partner of SLD five 1 [Source:TAIR;Acc:AT1G80190],844359
,AT5G47380,"Protein of unknown function, DUF547 [Source:TAIR;Acc:AT5G47380]",834785
,AT5G38960,Putative germin-like protein subfamily 1 member 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMA6],833888
,AT5G48530,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G07440.1); Ha. [Source:TAIR;Acc:AT5G48530],834909
TINY,AT5G25810,Tny [Source:UniProtKB/TrEMBL;Acc:A0A178URN2],832650
PHO1;H3,AT1G14040,Phosphate transporter PHO1 homolog 3 [Source:UniProtKB/Swiss-Prot;Acc:Q6R8G7],837965
APY6,AT2G02970,Probable apyrase 6 [Source:UniProtKB/Swiss-Prot;Acc:O80612],814826
NRPE1,AT2G40030,DNA-directed RNA polymerase V subunit 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5D869],818591
EB1C,AT5G67270,EB1C [Source:UniProtKB/TrEMBL;Acc:A0A178UNG3],836862
,AT5G11330,At5g11330 [Source:UniProtKB/TrEMBL;Acc:Q9LFM4],831004
,AT3G43590,Zinc knuckle (CCHC-type) family protein [Source:UniProtKB/TrEMBL;Acc:Q9FYD1],823456
,AT3G23320,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LW65]",821912
NGA3,AT1G01030,B3 domain-containing transcription factor NGA3 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAN1],839321
ARF4,AT5G60450,Auxin response factor 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZTX9],836166
,AT1G63840,At1g63840/T12P18_14 [Source:UniProtKB/TrEMBL;Acc:Q9CAJ8],842687
,AT2G43230,Protein kinase superfamily protein [Source:TAIR;Acc:AT2G43230],818924
NAC92,AT5G39610,NAC domain-containing protein 92 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKA0],833957
,AT4G01580,B3 domain-containing protein At4g01580 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSH7],828118
,AT2G30840,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:O80851],817635
MED37C,AT3G12580,Probable mediator of RNA polymerase II transcription subunit 37c [Source:UniProtKB/Swiss-Prot;Acc:Q9LHA8],820438
,AT5G37474,Defensin-like protein 276 [Source:UniProtKB/Swiss-Prot;Acc:Q2V328],3771346
WIP2,AT3G57670,WIP2 [Source:UniProtKB/TrEMBL;Acc:A0A178VLW5],824936
,AT1G68030,RING/FYVE/PHD zinc finger superfamily protein [Source:TAIR;Acc:AT1G68030],843131
,AT4G37240,HTH-type transcriptional regulator [Source:UniProtKB/TrEMBL;Acc:Q8LE56],829878
,AT1G29700,Metallo-hydrolase/oxidoreductase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9C535],839847
,AT1G68190,B-box zinc finger family protein [Source:TAIR;Acc:AT1G68190],843148
,AT4G31875,At4g31872/At4g31872 [Source:UniProtKB/TrEMBL;Acc:Q93ZC6],829317
HPR,AT1G68010,hydroxypyruvate reductase [Source:TAIR;Acc:AT1G68010],843129
,AT5G27290,At5g27290 [Source:UniProtKB/TrEMBL;Acc:Q08AA8],832787
CRK11,AT4G23190,Cysteine-rich receptor-like protein kinase 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZP16],828418
ACS6,AT4G11280,1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0],826730
DTX26,AT5G10420,Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A178UJR7],830906
TIP2-1,AT3G16240,Aquaporin TIP2-1 [Source:UniProtKB/Swiss-Prot;Acc:Q41951],820870
RPL18AA,AT1G29965,60S ribosomal protein L18a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7K0],839875
,AT4G05091,unknown protein; Ha. [Source:TAIR;Acc:AT4G05091],6241318
,AT1G36920,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: stem, male gametophyte, flower; EXPRESSED DURING: M germinated pollen stage, 4 anthesis; BEST Arabidopsis thaliana prot /.../tch is: Nucleic acid-binding, OB-fold-like protein (TAIR:AT2G05642.1); Ha. [Source:TAIR;Acc:AT1G36920]",840600
TAF6,AT1G04950,TAFII59 [Source:UniProtKB/TrEMBL;Acc:A0A178W741],839370
,AT4G13960,F-box/RNI-like superfamily protein [Source:TAIR;Acc:AT4G13960],827030
,AT2G15610,Protein of unknown function (DUF1685) [Source:TAIR;Acc:AT2G15610],816054
,AT4G06655,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8B634],28719797
BRC2,AT1G68800,TCP domain protein 12 [Source:TAIR;Acc:AT1G68800],843212
,AT4G37500,"Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding protein [Source:UniProtKB/TrEMBL;Acc:Q9SZU9]",829905
,AT3G55720,"Replication factor C subunit, putative (DUF620) [Source:UniProtKB/TrEMBL;Acc:Q9M050]",824738
,AT5G40153,Peroxidase [Source:UniProtKB/TrEMBL;Acc:Q0WR27],28721236
,AT4G36580,AAA-type ATPase family protein [Source:UniProtKB/TrEMBL;Acc:F4JQE9],829810
HIPP21,AT5G17450,Heavy metal-associated isoprenylated plant protein 21 [Source:UniProtKB/Swiss-Prot;Acc:Q9LF57],831611
,AT3G49820,Uncharacterized protein T16K5.170 [Source:UniProtKB/TrEMBL;Acc:Q9M2X6],824144
,AT3G18240,AT3G18240 protein [Source:UniProtKB/TrEMBL;Acc:Q9LJQ6],821352
WDL1,AT3G04630,WVD2-like 1 [Source:TAIR;Acc:AT3G04630],819621
,AT5G44574,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT5G44574],5008299
,AT5G15537,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8BHW0],28721161
LURE1.3,AT5G43513,Protein LURE 1.3 [Source:UniProtKB/Swiss-Prot;Acc:Q4VP10],3771417
,AT1G56080,At1g56080 [Source:UniProtKB/TrEMBL;Acc:Q0IGM5],842059
,AT5G51790,basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:TAIR;Acc:AT5G51790],835253
ALT3,AT1G68260,"Acyl-acyl carrier protein thioesterase ATL3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8W583]",843155
,AT3G12470,At3g12470 [Source:UniProtKB/TrEMBL;Acc:Q9LHG1],820426
,AT1G72860,Disease resistance protein (TIR-NBS-LRR class) family [Source:TAIR;Acc:AT1G72860],843617
,AT1G73510,Uncharacterized protein T9L24.31 [Source:UniProtKB/TrEMBL;Acc:Q9FX44],843686
LPAT1,AT4G30580,"1-acyl-sn-glycerol-3-phosphate acyltransferase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8GXU8]",829181
,AT5G64690,At5g64690 [Source:UniProtKB/TrEMBL;Acc:Q9FGG4],836590
,AT2G30020,PP2C-type phosphatase AP2C1 [Source:UniProtKB/TrEMBL;Acc:F6LPR5],817553
,AT5G15320,ATP synthase E chain [Source:UniProtKB/TrEMBL;Acc:Q8GXE7],831384
,AT5G04500,Glycosyltransferase family protein 64 protein C5 [Source:UniProtKB/Swiss-Prot;Acc:Q84WB7],830329
,AT4G21780,Uncharacterized protein At4g21780 [Source:UniProtKB/TrEMBL;Acc:Q9SVR9],828266
TEL1,AT3G26120,Terminal EAR1-like 1 [Source:UniProtKB/TrEMBL;Acc:F4JBE2],822211
ZDP,AT3G14890,Polynucleotide 3'-phosphatase ZDP [Source:UniProtKB/Swiss-Prot;Acc:Q84JE8],820718
UGE2,AT4G23920,UDP-glucose 4-epimerase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0A7],828492
SYP61,AT1G28490,Syntaxin-61 [Source:UniProtKB/Swiss-Prot;Acc:Q946Y7],839749
ALDH7B4,AT1G54100,ALDH7B4 [Source:UniProtKB/TrEMBL;Acc:A0A178W3F2],841849
NAS4,AT1G56430,Probable nicotianamine synthase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7X5],842096
,AT4G16330,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JLS2],827327
,AT4G38825,SAUR-like auxin-responsive protein family [Source:UniProtKB/TrEMBL;Acc:B3H4F0],6241125
LOG2,AT3G09770,Probable E3 ubiquitin-protein ligase LOG2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S752],820135
ADC2,AT4G34710,Arginine decarboxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O23141],829623
,AT5G64010,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Ha. [Source:TAIR;Acc:AT5G64010],836522
ATTI1,AT2G43510,TI1 [Source:UniProtKB/TrEMBL;Acc:A0A178VRC4],818952
POT12,AT1G60160,Putative potassium transporter 12 [Source:UniProtKB/Swiss-Prot;Acc:O80739],842311
ISA3,AT4G09020,"Isoamylase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M0S5]",826481
,AT3G07720,AT3g07720/F17A17_6 [Source:UniProtKB/TrEMBL;Acc:Q9S7W4],819963
,AT4G33590,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:O81876],829499
,AT3G29645,,28719342
SURF1,AT3G17910,Surfeit locus protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SE51],821310
,AT5G64400,CONTAINS InterPro DOMAIN/s: CHCH (InterPro:IPR010625); BEST Arabidopsis thaliana protein match is: Cox19-like CHCH family protein (TAIR:AT5G09570.1); Ha. [Source:TAIR;Acc:AT5G64400],836561
,AT3G52260,Pseudouridine synthase family protein [Source:UniProtKB/TrEMBL;Acc:F4J6V3],824391
RPS16A,AT2G09990,40S ribosomal protein S16-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK22],815456
CHR11,AT3G06400,Chromatin-remodeling complex ATPase [Source:UniProtKB/TrEMBL;Acc:F4JAV9],819814
,AT5G10660,Calmodulin-binding protein-like protein [Source:UniProtKB/TrEMBL;Acc:F4KI88],830930
,AT2G36854,unknown protein; Ha. [Source:TAIR;Acc:AT2G36854],6241273
RRP4,AT1G03360,RRP4 [Source:UniProtKB/TrEMBL;Acc:A0A178W3N1],839521
,AT3G45275,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A8MS30],5008067
UGT76E3,AT3G46700,Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q6Q0],823823
THI2.2,AT5G36910,At5g36910 [Source:UniProtKB/TrEMBL;Acc:A6QRC1],833659
,AT4G36600,Late embryogenesis abundant (LEA) protein [Source:TAIR;Acc:AT4G36600],829812
,AT3G18250,Putative membrane lipoprotein [Source:UniProtKB/TrEMBL;Acc:Q6E248],821353
,AT5G41430,RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9FN58],834144
TIF3A1,AT4G11420,Eukaryotic translation initiation factor 3 subunit A [Source:UniProtKB/Swiss-Prot;Acc:Q9LD55],826746
BCA1,AT3G01500,"Beta carbonic anhydrase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P27140]",821134
,AT2G02795,unknown protein; Ha. [Source:TAIR;Acc:AT2G02795],28717523
,AT3G16930,unknown protein; Ha. [Source:TAIR;Acc:AT3G16930],820948
ANAC023,AT1G60280,At1g60280 [Source:UniProtKB/TrEMBL;Acc:O80751],842323
RPS28C,AT5G64140,RPS28 [Source:UniProtKB/TrEMBL;Acc:A0A178UA91],836535
AL4,AT5G26210,AL4 [Source:UniProtKB/TrEMBL;Acc:A0A178U9E8],832690
CXE11,AT3G27320,Probable carboxylesterase 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LK21],822351
,AT2G05330,Putative BTB/POZ domain-containing protein At2g05330 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ29],815081
,AT3G52900,RAB6-interacting golgin (DUF662) [Source:UniProtKB/TrEMBL;Acc:Q9LFA1],824456
,AT2G41950,At2g41950/T6D20.26 [Source:UniProtKB/TrEMBL;Acc:O23684],818795
SRP14,AT2G43640,Signal recognition particle 14 kDa protein [Source:UniProtKB/Swiss-Prot;Acc:O04421],818966
,AT4G38120,ARM repeat superfamily protein [Source:TAIR;Acc:AT4G38120],829968
,AT3G54740,Uncharacterized protein T5N23_100 [Source:UniProtKB/TrEMBL;Acc:Q9M1S6],824639
,AT3G17225,Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LUV0],820982
CYCT1-4,AT4G19600,Cyclin-T1-4 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYM6],827702
LBD34,AT5G15060,LOB domain-containing protein 34 [Source:UniProtKB/Swiss-Prot;Acc:P59469],831358
,AT5G60520,At5g60520 [Source:UniProtKB/TrEMBL;Acc:Q9FKJ5],836173
VQ4,AT1G28280,VQ motif-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q5M750],839722
SGT1B,AT4G11260,SGT1B [Source:UniProtKB/TrEMBL;Acc:A0A178UX37],826728
ETC3,AT4G01060,CAPRICE-like MYB3 [Source:TAIR;Acc:AT4G01060],827917
PMAT2,AT3G29670,Phenolic glucoside malonyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRQ8],822645
,AT1G20290,SWI-SNF-related chromatin binding protein [Source:UniProtKB/TrEMBL;Acc:F4HSR6],838617
,AT5G03870,Emb [Source:UniProtKB/TrEMBL;Acc:Q9LZC2],831685
,AT4G26290,At4g26290 [Source:UniProtKB/TrEMBL;Acc:Q9STQ5],828735
GSTF6,AT1G02930,Glutathione S-transferase F6 [Source:UniProtKB/Swiss-Prot;Acc:P42760],839515
,AT1G06137,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G06135.1); Ha. [Source:TAIR;Acc:AT1G06137],6240721
ACA4,AT4G20990,Alpha carbonic anhydrase 4 [Source:UniProtKB/Swiss-Prot;Acc:F4JIK2],827846
,AT3G28170,unknown protein; Ha. [Source:TAIR;Acc:AT3G28170],822443
,AT3G49140,Uncharacterized protein At3g49140 [Source:UniProtKB/Swiss-Prot;Acc:Q0WMN5],824075
,AT3G26110,Anther-specific protein agp1-like protein [Source:UniProtKB/TrEMBL;Acc:Q3EB02],822209
SLP2,AT1G18480,Shewanella-like protein phosphatase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q944L7],838428
,AT2G21010,Calcium-dependent lipid-binding (CaLB domain) family protein [Source:UniProtKB/TrEMBL;Acc:F4IFM9],816635
TOM40-1,AT3G20000,TOM40 [Source:UniProtKB/TrEMBL;Acc:A0A178V9B1],821538
,AT2G15025,Beta-galactosidase related protein [Source:UniProtKB/TrEMBL;Acc:Q1G3Q1],6240244
B160,AT4G21430,Protein B160 [Source:UniProtKB/TrEMBL;Acc:Q8H1S7],827895
IMPL1,AT1G31190,"Phosphatase IMPL1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94F00]",840007
RPP13L4,AT3G50950,Disease resistance RPP13-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q38834],824259
,AT5G56700,FBD / Leucine Rich Repeat domains containing protein [Source:TAIR;Acc:AT5G56700],835771
,AT2G04900,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SI36],815037
ATATH13,AT5G64940,"Protein ACTIVITY OF BC1 COMPLEX KINASE 8, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93Y08]",836618
ECT9,AT1G27960,At1g27960 [Source:UniProtKB/TrEMBL;Acc:Q500V8],839689
,AT5G54760,At5g54760 [Source:UniProtKB/TrEMBL;Acc:Q9FFV1],835566
UNE9,AT3G10560,UNE9 [Source:UniProtKB/TrEMBL;Acc:A0A384L3Q8],820221
CDP1,AT3G19180,"Plastid division protein CDP1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VY16]",821452
,AT1G10850,Leucine-rich repeat protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:Q940B9],3766694
,AT4G14105,unknown protein; Ha. [Source:TAIR;Acc:AT4G14105],6241249
ANN3,AT2G38760,Annexin [Source:UniProtKB/TrEMBL;Acc:A0A178W040],818458
GRP23,AT1G10270,Pentatricopeptide repeat-containing protein At1g10270 [Source:UniProtKB/Swiss-Prot;Acc:Q9SY69],837566
LEC,AT3G15356,Lectin-like protein LEC [Source:UniProtKB/Swiss-Prot;Acc:Q9LJR2],820768
RABA3,AT1G01200,RABA3 [Source:UniProtKB/TrEMBL;Acc:A0A178W3F7],839493
,AT1G75760,At1g75760 [Source:UniProtKB/TrEMBL;Acc:Q84TL5],843909
TSBtype2,AT5G38530,Tryptophan synthase beta chain [Source:UniProtKB/TrEMBL;Acc:Q9FFW8],833841
,AT1G61430,G-type lectin S-receptor-like serine/threonine-protein kinase At1g61430 [Source:UniProtKB/Swiss-Prot;Acc:O64777],842437
TBL31,AT1G73140,TBL31 [Source:UniProtKB/TrEMBL;Acc:A0A178WIY7],843645
,AT5G48110,Terpenoid cyclases/Protein prenyltransferases superfamily protein [Source:TAIR;Acc:AT5G48110],NA
,AT3G27180,At3g27180 [Source:UniProtKB/TrEMBL;Acc:B3DNP3],822337
,AT2G02700,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:O64512],814799
,AT5G23350,GEM-like protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMW6],832399
,AT1G70770,AT1G70770 protein [Source:UniProtKB/TrEMBL;Acc:Q9S791],843414
