gene_name,ensembl,description,entrezgene
pals-7,WBGene00007661,Protein containing ALS2cr12 (ALS2CR12) domain  [Source:UniProtKB/TrEMBL;Acc:O45259],182750
pals-8,WBGene00007662,Protein containing ALS2cr12 (ALS2CR12) domain  [Source:UniProtKB/TrEMBL;Acc:Q7YX94],3565285
C18B12.1,WBGene00007663,,182774
seb-3,WBGene00007664,SEcretin/class B GPCR; Secretin receptor-like protein SEB-3  [Source:UniProtKB/TrEMBL;Acc:G5EBF7],181598
C18B12.4,WBGene00007666,,181600
fbxa-97,WBGene00007667,,NA
C18B12.6,WBGene00007668,,181597
C18D1.2,WBGene00007669,,182781
stg-1,WBGene00007670,STarGazin (Mammalian calcium channel) homolog; Stargazin related protein STG-1  [Source:UniProtKB/TrEMBL;Acc:G5EDT2],3564873
fbxa-136,WBGene00007672,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:G5EF28],3565166
C18D4.3,WBGene00007673,,182783
C18D4.4,WBGene00007674,,182784
C18D4.6,WBGene00007675,,180155
srz-57,WBGene00007676,,NA
C18D4.8,WBGene00007677,,NA
srz-90,WBGene00007678,"Serpentine Receptor, class Z  [Source:UniProtKB/TrEMBL;Acc:Q9XVD7]",182786
C18D11.1,WBGene00007679,,176611
maa-1,WBGene00007680,Membrane Associated Acyl-CoA binding protein  [Source:UniProtKB/TrEMBL;Acc:Q9XTZ5],176612
C18D11.3,WBGene00007681,,182788
C18D11.6,WBGene00007682,,259533
C18E9.2,WBGene00007683,,174429
C18E9.4,WBGene00007684,,174428
C18E9.5,WBGene00007685,,182790
tomm-40,WBGene00007686,Mitochondrial import receptor subunit TOM40 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q18090],174431
C18E9.7,WBGene00007687,,174432
C18E9.8,WBGene00007688,,182791
C18E9.9,WBGene00007689,,182792
sftd-3,WBGene00007690,Vesicle transport protein  [Source:UniProtKB/TrEMBL;Acc:G5EDD5],174427
C23H4.2,WBGene00007691,Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q93251],182818
C23H4.3,WBGene00007692,,181383
C23H4.4,WBGene00007693,Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:B6VQ83],182819
C23H4.6,WBGene00007694,,181384
C23H4.7,WBGene00007695,Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q8MQC8],259729
tram-1,WBGene00007696,Translocating chain-associated membrane protein  [Source:UniProtKB/TrEMBL;Acc:Q9U3P5],177902
C24F3.2,WBGene00007697,,177903
qns-1,WBGene00007698,Glutamine(Q)-dependent NAD(+) Synthase  [Source:UniProtKB/TrEMBL;Acc:F3Y5P7],177900
C24H11.1,WBGene00007699,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q9U3P4],182859
C24H11.2,WBGene00007700,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q9XVD6],182860
srd-74,WBGene00007701,"Serpentine Receptor, class D (Delta)  [Source:UniProtKB/TrEMBL;Acc:Q9XVD3]",182862
C24H11.5,WBGene00007702,,176610
gbf-1,WBGene00007703,,176609
mdt-21,WBGene00007704,Mediator of RNA polymerase II transcription subunit 21  [Source:UniProtKB/Swiss-Prot;Acc:Q6BER6],3565572
C25A1.1,WBGene00007705,,172880
C25A1.4,WBGene00007706,,172881
fath-1,WBGene00007707,Fatty acid 2-hydroxylase  [Source:UniProtKB/TrEMBL;Acc:Q9XVS0],172882
nola-3,WBGene00007708,Putative H/ACA ribonucleoprotein complex subunit 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVR8],172883
clec-87,WBGene00007709,C-type lectin domain-containing protein 87  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVS3],172885
rsa-1,WBGene00007710,Serine/threonine-protein phosphatase 2A regulatory subunit rsa-1  [Source:UniProtKB/Swiss-Prot;Acc:O02217],172886
lid-1,WBGene00007711,Abhydrolase domain-containing protein lid-1  [Source:UniProtKB/Swiss-Prot;Acc:O02218],172888
mrpl-34,WBGene00007712,"Mitochondrial Ribosomal Protein, Large  [Source:UniProtKB/TrEMBL;Acc:O02220]",182876
C25A1.15,WBGene00007713,,182877
C25D7.1,WBGene00007714,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:Q9U3P3],180007
C25D7.2,WBGene00007715,,NA
fbxa-82,WBGene00007716,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:B5U8N5],182883
C25D7.5,WBGene00007717,,182884
otub-1,WBGene00007718,Ubiquitin thioesterase otubain-like  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVR6],3565820
C25D7.9,WBGene00007719,,182885
C25D7.10,WBGene00007720,,180013
C25D7.12,WBGene00007721,,NA
C25D7.15,WBGene00007722,,3565209
C25F9.2,WBGene00007723,,182904
C25F9.4,WBGene00007724,,182905
C25F9.5,WBGene00007725,,180272
C25F9.6,WBGene00007726,,182906
C25F9.8,WBGene00007727,,182907
C25F9.9,WBGene00007728,,182908
clec-185,WBGene00007729,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:G5EFM5],182914
C25G4.2,WBGene00007730,Esterase C25G4.2  [Source:UniProtKB/Swiss-Prot;Acc:Q18169],178194
C25G4.3,WBGene00007731,,178195
spe-44,WBGene00007732,,182915
smz-1,WBGene00007733,Sperm Meiosis PDZ domain containing proteins  [Source:UniProtKB/TrEMBL;Acc:Q18167],178197
C25G4.7,WBGene00007734,,182916
C25G4.8,WBGene00007735,,182917
igdb-2,WBGene00007736,Ig-like and fibronectin type-III domain-containing protein 2  [Source:UniProtKB/Swiss-Prot;Acc:O18023],178199
C26C6.4,WBGene00007739,,182933
C26C6.6,WBGene00007740,,182934
glb-8,WBGene00007741,GLoBin related; Globin  [Source:UniProtKB/TrEMBL;Acc:G5EBR4],182935
C26C6.8,WBGene00007742,,182936
C26C6.9,WBGene00007743,,259317
C26D10.3,WBGene00007744,,182937
C26D10.4,WBGene00007745,,182938
C26D10.6,WBGene00007746,,174335
C26E1.1,WBGene00007747,,182939
C26E1.2,WBGene00007748,,182940
ceh-79,WBGene00007749,C. Elegans Homeobox  [Source:UniProtKB/TrEMBL;Acc:O02224],179809
syg-2,WBGene00007750,Synaptogenesis protein syg-2  [Source:RefSeq peptide;Acc:NP_001309467],181561
C26G2.2,WBGene00007751,,182945
wdfy-3,WBGene00007752,WD40 and FYVE domain protein  [Source:UniProtKB/TrEMBL;Acc:G5EFJ7],178220
C27A7.1,WBGene00007753,Ectonucleotide pyrophosphatase/phosphodiesterase C27A7.1  [Source:UniProtKB/Swiss-Prot;Acc:P90754],179663
C27A7.2,WBGene00007754,,NA
C27A7.3,WBGene00007755,Ectonucleotide pyrophosphatase/phosphodiesterase C27A7.3  [Source:UniProtKB/Swiss-Prot;Acc:P90755],179665
C27A7.5,WBGene00007756,,179667
C27A7.6,WBGene00007757,,182951
C27A7.8,WBGene00007758,,3565832
C27A7.9,WBGene00007759,,3565527
C27B7.2,WBGene00007760,,177705
rad-26,WBGene00007761,,177706
C27B7.5,WBGene00007762,,177707
C27B7.6,WBGene00007763,Putative serine/threonine-protein phosphatase C27B7.6  [Source:UniProtKB/Swiss-Prot;Acc:P48460],182956
C27B7.7,WBGene00007764,Ig-like and fibronectin type-III domain-containing protein C27B7.7  [Source:UniProtKB/Swiss-Prot;Acc:Q18245],177708
C27B7.9,WBGene00007765,,3565797
C27C7.1,WBGene00007766,,173029
C27C7.2,WBGene00007767,,NA
C27C7.5,WBGene00007768,Galectin  [Source:UniProtKB/TrEMBL;Acc:K8ERT0],182958
C27C7.7,WBGene00007769,,182959
nhr-259,WBGene00007770,Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q9U3N8],182960
C27C12.1,WBGene00007771,,182961
egrh-1,WBGene00007772,EGR (Early Growth factor Response factor) Homolog  [Source:UniProtKB/TrEMBL;Acc:Q18250],181580
C27C12.3,WBGene00007773,,181582
C27C12.4,WBGene00007774,,182962
acd-3,WBGene00007775,,182963
dmd-4,WBGene00007776,DM (Doublesex/MAB-3) Domain family  [Source:UniProtKB/TrEMBL;Acc:Q18248],181581
C27D8.1,WBGene00007777,,178226
C27D8.2,WBGene00007778,,178225
C27D8.3,WBGene00007779,,178224
C27D8.4,WBGene00007780,,178223
ruvb-1,WBGene00007784,RuvB-like 1  [Source:UniProtKB/Swiss-Prot;Acc:O17607],179388
tofu-1,WBGene00007785,Twenty One u-rna (21U-RNA) biogenesis Fouled Up  [Source:UniProtKB/TrEMBL;Acc:O17608],179389
rmd-2,WBGene00007786,Regulator of Microtubule Dynamics  [Source:UniProtKB/TrEMBL;Acc:Q8MQB5],179391
C27H6.8,WBGene00007787,UPF0160 protein C27H6.8  [Source:UniProtKB/Swiss-Prot;Acc:O17606],179392
C28A5.1,WBGene00007788,,175580
C28A5.2,WBGene00007789,,3565701
C28A5.6,WBGene00007791,,175579
C28D4.4,WBGene00007792,,182981
C28D4.5,WBGene00007793,,177809
C28D4.7,WBGene00007794,,182982
C28D4.8,WBGene00007795,,182983
C28D4.10,WBGene00007796,,3565422
C29A12.1,WBGene00007797,,179501
C29A12.2,WBGene00007798,,NA
nrx-1,WBGene00007799,NRX-1 beta isoform; NeuReXin related  [Source:UniProtKB/TrEMBL;Acc:S6EZT1],179503
C29A12.6,WBGene00007800,,179504
trpa-1,WBGene00007801,Transient receptor potential cation channel subfamily A member 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q18297],178118
cutl-27,WBGene00007802,CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q18298],183003
C29F3.3,WBGene00007804,,183004
clec-231,WBGene00007805,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O17613],183005
clec-230,WBGene00007806,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O45272],183006
C29F3.7,WBGene00007807,,180036
best-7,WBGene00007808,Bestrophin homolog  [Source:UniProtKB/TrEMBL;Acc:Q18303],178030
C29F4.3,WBGene00007809,,183008
C29F7.1,WBGene00007810,,183016
C29F7.2,WBGene00007811,,181463
C29F7.3,WBGene00007812,UMP-CMP kinase 1  [Source:UniProtKB/Swiss-Prot;Acc:O17622],181464
jmjd-3.3,WBGene00007813,JuMonJi (Transcription factor) Domain protein  [Source:UniProtKB/TrEMBL;Acc:A0A131MD67],181467
C30F2.2,WBGene00007816,,183053
C30F2.3,WBGene00007817,,181686
C30F2.4,WBGene00007818,,3565278
C30F2.5,WBGene00007819,,181687
clec-199,WBGene00007820,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:D3KFV9],183064
clec-201,WBGene00007821,,NA
clec-202,WBGene00007822,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O45275],183067
C30H6.5,WBGene00007823,,183068
dlat-2,WBGene00007824,DihydroLipoyllysine-residue AcetylTransferase  [Source:UniProtKB/TrEMBL;Acc:O45279],178524
C30H6.8,WBGene00007825,,178525
C30H6.9,WBGene00007826,,178523
nlp-54,WBGene00007827,Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:Q8MQB1],259607
oac-5,WBGene00007829,O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:G5EBI1],183069
srbc-83,WBGene00007831,"Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O45280]",183071
srbc-82,WBGene00007832,"Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O45281]",183072
oac-6,WBGene00007833,O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:O45282],180094
srxa-7,WBGene00007834,"Serpentine Receptor, class XA  [Source:UniProtKB/TrEMBL;Acc:O62081]",183073
oac-7,WBGene00007835,O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:O45283],180096
C31C9.2,WBGene00007836,,175012
fbxa-167,WBGene00007837,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O45285],183082
fbxa-168,WBGene00007838,,NA
C31C9.6,WBGene00007840,,259475
C31C9.7,WBGene00007841,,259476
C31E10.1,WBGene00007842,,183085
irld-24,WBGene00007844,Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:Q93312],183087
C31E10.4,WBGene00007845,,183088
C31E10.5,WBGene00007846,,181508
C31E10.6,WBGene00007847,,181509
cytb-5.1,WBGene00007848,YTochrome B  [Source:UniProtKB/TrEMBL;Acc:Q93315],181510
tbc-19,WBGene00007849,TBC (Tre-2/Bub2/Cdc16) domain family  [Source:UniProtKB/TrEMBL;Acc:G5EEB5],181511
C31G12.1,WBGene00007850,,183090
clec-245,WBGene00007851,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O17630],183091
C31G12.3,WBGene00007852,,183092
C31G12.4,WBGene00007853,,183093
C31H5.1,WBGene00007854,,183102
C31H5.4,WBGene00007855,,172724
C31H5.5,WBGene00007856,,183103
C31H5.6,WBGene00007857,,172725
C31H5.7,WBGene00007858,,3565903
mrps-31,WBGene00007859,"28S ribosomal protein S31, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q09261]",183104
rilp-1,WBGene00007860,RILP (Rab7-Interacting Lysosomal Protein) homolog  [Source:UniProtKB/TrEMBL;Acc:G5EDL7],175465
C32A9.1,WBGene00007861,,183105
C32C4.1,WBGene00007862,,183120
C32C4.3,WBGene00007863,,183122
irg-6,WBGene00007864,Infection Response protein  [Source:UniProtKB/TrEMBL;Acc:H9G326],183126
srz-15,WBGene00007865,"Serpentine Receptor, class Z  [Source:UniProtKB/TrEMBL;Acc:Q9XUH1]",183127
C32H11.3,WBGene00007866,,183128
C32H11.4,WBGene00007867,,178244
C32H11.5,WBGene00007868,,183129
C32H11.6,WBGene00007869,,183130
C32H11.7,WBGene00007870,,183131
C32H11.8,WBGene00007871,,183132
C32H11.8,WBGene00007871,,183135
C32H11.9,WBGene00007872,Downstream Of DAF-16 (Regulated by DAF-16)  [Source:UniProtKB/TrEMBL;Acc:Q9U3N6],183133
dod-21,WBGene00007873,Downstream Of DAF-16 (Regulated by DAF-16)  [Source:UniProtKB/TrEMBL;Acc:Q9U3N6],183134
C32H11.11,WBGene00007874,,183132
C32H11.11,WBGene00007874,,183135
dod-24,WBGene00007875,Downstream Of DAF-16 (Regulated by DAF-16)  [Source:UniProtKB/TrEMBL;Acc:Q9XUH3],178245
dct-19,WBGene00007876,"DAF-16/FOXO Controlled, germline Tumor affecting  [Source:UniProtKB/TrEMBL;Acc:Q9XUH2]",183136
nfki-1,WBGene00007877,Nuclear Factor of Kappa light polypeptide gene enhancer in b(B)-cells n  [Source:UniProtKB/TrEMBL;Acc:G5EDE9],181625
C33A11.2,WBGene00007878,,181626
C33A12.1,WBGene00007880,Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5  [Source:UniProtKB/Swiss-Prot;Acc:Q18359],177786
nlp-35,WBGene00007881,Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:Q18356],183138
C33A12.3,WBGene00007882,,183139
C33A12.4,WBGene00007883,,177784
ugt-21,WBGene00007885,UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A061AKV1],183141
ethe-1,WBGene00007886,ETHE1 (Human ETHylmalonic Encephalopathy) homolog  [Source:UniProtKB/TrEMBL;Acc:O17636],177783
gadr-2,WBGene00007887,,177782
ttr-9,WBGene00007888,TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:O17635],183147
C33A12.16,WBGene00007889,,NA
C33A12.19,WBGene00007890,,259588
C33B4.2,WBGene00007891,,183149
C33B4.4,WBGene00007892,,259464
C33B4.5,WBGene00007893,,3565461
C33D3.3,WBGene00007894,,183156
C33D3.4,WBGene00007895,,183157
C33D3.5,WBGene00007896,,259722
clec-182,WBGene00007897,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q18373],183158
C33D9.3,WBGene00007898,,177691
C33D9.5,WBGene00007899,,NA
C33D9.6,WBGene00007900,,259585
C33D9.8,WBGene00007901,,183160
C33D9.9,WBGene00007902,,NA
lgc-21,WBGene00007903,Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:Q93323],181516
C33G3.4,WBGene00007904,Probable beta-mannosidase  [Source:UniProtKB/Swiss-Prot;Acc:Q93324],181517
C33G3.5,WBGene00007905,,183169
C33G3.6,WBGene00007906,,181518
C34B4.2,WBGene00007907,,179793
C34B4.3,WBGene00007908,,179792
C34B4.4,WBGene00007909,,3565177
C34B4.5,WBGene00007910,,3564856
C34B7.1,WBGene00007911,,172618
C34B7.2,WBGene00007912,,172620
cyp-36A1,WBGene00007913,Probable cytochrome P450 CYP36A1  [Source:UniProtKB/Swiss-Prot;Acc:P90771],183193
mys-4,WBGene00007914,Histone acetyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q95ZX6],183194
C34C6.3,WBGene00007916,,183196
C34C6.4,WBGene00007917,,174390
sphk-1,WBGene00007918,Sphingosine kinase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q18425],183197
cup-16,WBGene00007919,,174393
C34C12.1,WBGene00007920,,183198
C34C12.2,WBGene00007921,,175448
pph-6,WBGene00007922,Putative serine/threonine-protein phosphatase pph-6  [Source:UniProtKB/Swiss-Prot;Acc:Q09496],183199
C34C12.4,WBGene00007923,,183200
rsu-1,WBGene00007924,Ras SUppressor homolog  [Source:UniProtKB/TrEMBL;Acc:Q09497],175451
C34C12.6,WBGene00007925,CRAL-TRIO domain-containing protein C34C12.6  [Source:UniProtKB/Swiss-Prot;Acc:Q09270],175452
C34C12.7,WBGene00007926,,183201
C34C12.8,WBGene00007927,"GrpE protein homolog, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q18421]",175449
C34C12.9,WBGene00007928,,3565744
dmd-10,WBGene00007929,DM (Doublesex/MAB-3) Domain family  [Source:UniProtKB/TrEMBL;Acc:G5EEJ1],183202
dmd-11,WBGene00007930,DM (Doublesex/MAB-3) Domain family  [Source:UniProtKB/TrEMBL;Acc:Q18435],183203
C34D1.4,WBGene00007931,,179807
zip-5,WBGene00007932,BZIP transcription factor family  [Source:UniProtKB/TrEMBL;Acc:B1V8I9],183204
C34E7.3,WBGene00007933,,183211
C34E7.4,WBGene00007934,,181426
C34E11.2,WBGene00007935,,181359
C34E11.4,WBGene00007937,,3565303
C34F6.1,WBGene00007938,,181306
C34F6.5,WBGene00007939,,183215
C34F6.7,WBGene00007941,,181310
idh-2,WBGene00007942,Isocitrate dehydrogenase [NADP]  [Source:UniProtKB/TrEMBL;Acc:O17643],181311
C34F6.9,WBGene00007943,,181312
C34F6.10,WBGene00007944,,181313
C34F6.11,WBGene00007945,,3565284
ugt-33,WBGene00007946,UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q18470],179464
C35A5.3,WBGene00007947,,179465
C35A5.4,WBGene00007948,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:Q18471],183222
C35A5.5,WBGene00007949,Glycosyltransferase family 92 protein C35A5.5  [Source:UniProtKB/Swiss-Prot;Acc:Q18473],183223
C35A5.6,WBGene00007950,,183224
dmsr-8,WBGene00007951,DroMyoSuppressin Receptor related  [Source:UniProtKB/TrEMBL;Acc:Q18475],183225
C35A5.8,WBGene00007952,,179467
hda-11,WBGene00007953,Histone DeAcetylase  [Source:UniProtKB/TrEMBL;Acc:Q18477],183226
gcp-2.2,WBGene00007954,See cpr  [Source:UniProtKB/TrEMBL;Acc:Q93332],183230
selt-1.1,WBGene00007955,Putative selT-like protein C35C5.3  [Source:UniProtKB/Swiss-Prot;Acc:Q9U3N5],181343
trpp-9,WBGene00007956,TRansport Protein Particle  [Source:UniProtKB/TrEMBL;Acc:Q93330],181345
C35C5.8,WBGene00007957,,181342
C35C5.9,WBGene00007958,,183231
C35C5.10,WBGene00007959,,3564990
C35D6.3,WBGene00007960,,183234
C35D6.4,WBGene00007961,,183235
C35D6.5,WBGene00007962,,NA
cyp-25A1,WBGene00007963,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:Q27477],183247
cyp-25A2,WBGene00007964,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:Q27476],175495
C36A4.4,WBGene00007965,Probable UDP-N-acetylglucosamine pyrophosphorylase  [Source:UniProtKB/Swiss-Prot;Acc:Q18493],175497
maph-1.3,WBGene00007966,Microtubule-Associated Protein Homolog  [Source:UniProtKB/TrEMBL;Acc:Q18494],175498
cyp-25A4,WBGene00007967,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:Q27479],183248
acs-19,WBGene00007969,Acetyl-coenzyme A synthetase  [Source:UniProtKB/TrEMBL;Acc:Q18496],175500
C36A4.10,WBGene00007970,,175494
rpb-3,WBGene00007971,RNA Polymerase II (B) subunit  [Source:UniProtKB/TrEMBL;Acc:Q93338],172680
prp-4,WBGene00007972,Yeast PRP (Splicing factor) related  [Source:UniProtKB/TrEMBL;Acc:Q93339],183250
C36B1.6,WBGene00007973,,183251
dhfr-1,WBGene00007974,Putative dihydrofolate reductase  [Source:UniProtKB/Swiss-Prot;Acc:Q93341],172681
gls-1,WBGene00007975,Germline survival defective-1  [Source:UniProtKB/Swiss-Prot;Acc:Q8I4M5],172682
C36B1.9,WBGene00007976,,183252
gska-3,WBGene00007977,Glycogen Synthase Kinase Alpha subunit  [Source:UniProtKB/TrEMBL;Acc:Q93344],172683
C36B1.11,WBGene00007978,,172685
imp-1,WBGene00007979,IntraMembrane Protease (IMPAS) family  [Source:UniProtKB/TrEMBL;Acc:Q93346],172684
C36E8.1,WBGene00007980,,175517
glb-11,WBGene00007981,GLoBin related  [Source:UniProtKB/TrEMBL;Acc:O62089],175516
pxd-1,WBGene00007982,PleXin Domain containing  [Source:UniProtKB/TrEMBL;Acc:Q18500],175518
C36E8.4,WBGene00007983,,183279
irx-1,WBGene00007984,Putative iroquois-class homeodomain protein irx-1  [Source:UniProtKB/Swiss-Prot;Acc:Q93348],172789
swah-1,WBGene00007985,SoWAH (Drosophila) homolog  [Source:UniProtKB/TrEMBL;Acc:Q93349],172790
C36F7.5,WBGene00007986,,183280
C36H8.1,WBGene00007987,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:Q18503],178230
best-8,WBGene00007988,Bestrophin homolog  [Source:UniProtKB/TrEMBL;Acc:O62095],173285
fipr-22,WBGene00007989,FIP (Fungus-Induced Protein) Related  [Source:UniProtKB/TrEMBL;Acc:O62092],259409
fipr-23,WBGene00007990,FIP (Fungus-Induced Protein) Related  [Source:UniProtKB/TrEMBL;Acc:O62091],173283
C37A5.7,WBGene00007991,,173286
fipr-24,WBGene00007992,FIP (Fungus-Induced Protein) Related  [Source:UniProtKB/TrEMBL;Acc:O62093],183286
idhb-1,WBGene00007993,"Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q93353]",181528
C37E2.2,WBGene00007994,,183292
C37E2.3,WBGene00007995,,183293
C38C6.3,WBGene00007996,,175124
sre-13,WBGene00007997,Serpentine receptor class epsilon-13  [Source:UniProtKB/Swiss-Prot;Acc:O45300],183306
C38C6.5,WBGene00007998,,183307
tag-297,WBGene00007999,,175123
slc-17.2,WBGene00008000,Uncharacterized transporter slc-17.2  [Source:UniProtKB/Swiss-Prot;Acc:Q03567],176317
C38C10.3,WBGene00008001,,183309
nlp-48,WBGene00008002,Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:Q7YX47],176319
enu-3.2,WBGene00008003,ENhancer of Uncoordination  [Source:UniProtKB/TrEMBL;Acc:Q18507],175633
C38D4.4,WBGene00008005,,175635
tag-325,WBGene00008006,WW domain-containing protein tag-325  [Source:UniProtKB/Swiss-Prot;Acc:P46941],175636
C38D4.7,WBGene00008007,,183310
C38D4.9,WBGene00008008,,175637
fbxa-171,WBGene00008009,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9XVC5],183312
C38D9.2,WBGene00008010,,183313
fbxa-133,WBGene00008012,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9XVC2],183315
C38D9.5,WBGene00008013,,NA
fbxa-172,WBGene00008014,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9U3N1],183317
fbxa-174,WBGene00008015,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9U3N2],183318
C38D9.8,WBGene00008016,,183319
fbxa-176,WBGene00008017,F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9U3N0],183320
tbc-8,WBGene00008018,TBC (Tre-2/Bub2/Cdc16) domain family  [Source:UniProtKB/TrEMBL;Acc:I2HAA0],176454
C38H2.2,WBGene00008019,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q18515],176455
C38H2.3,WBGene00008020,,3565002
C39B10.1,WBGene00008021,,183330
lgc-41,WBGene00008022,Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:Q18518],183331
C39B10.3,WBGene00008023,,183332
C39B10.4,WBGene00008024,,183333
C39B10.5,WBGene00008025,,183334
scl-4,WBGene00008026,,NA
scl-5,WBGene00008027,SCP-Like extracellular protein  [Source:UniProtKB/TrEMBL;Acc:Q18543],178253
scl-6,WBGene00008028,SCP-Like extracellular protein  [Source:UniProtKB/TrEMBL;Acc:Q18538],183343
scl-7,WBGene00008029,SCP-Like extracellular protein  [Source:UniProtKB/TrEMBL;Acc:Q18539],183344
scl-8,WBGene00008030,SCP-Like extracellular protein  [Source:UniProtKB/TrEMBL;Acc:Q18540],183345
C39E9.7,WBGene00008031,,183346
C39E9.8,WBGene00008032,,178255
spin-2,WBGene00008033,SPINster (Drosophila lysosomal permease) homolog  [Source:UniProtKB/TrEMBL;Acc:Q18545],178256
C39E9.11,WBGene00008034,,178257
C39E9.12,WBGene00008035,,178258
C40C9.3,WBGene00008036,,183358
C40C9.4,WBGene00008037,,183359
C40H1.2,WBGene00008038,,183365
C40H1.3,WBGene00008039,,183366
ttr-5,WBGene00008040,Transthyretin-like protein 5  [Source:UniProtKB/Swiss-Prot;Acc:Q03575],176312
ufc-1,WBGene00008041,Ubiquitin-fold modifier-conjugating enzyme 1  [Source:UniProtKB/Swiss-Prot;Acc:Q03598],176313
C40H1.7,WBGene00008042,,176311
C40H1.8,WBGene00008043,,3565371
C40H1.9,WBGene00008044,,3565853
C40H5.2,WBGene00008045,,183369
lact-7,WBGene00008047,Beta-LACTamase domain containing  [Source:UniProtKB/TrEMBL;Acc:Q9U3M7],183371
hpo-41,WBGene00008048,,NA
C40H5.7,WBGene00008049,,183373
chst-1,WBGene00008050,Carbohydrate sulfotransferase chst-1  [Source:UniProtKB/Swiss-Prot;Acc:Q09272],174304
lron-4,WBGene00008051,ELRR (Extracellular Leucine-Rich Repeat) ONly  [Source:UniProtKB/TrEMBL;Acc:Q09498],183375
ctns-1,WBGene00008052,Cystinosin homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q09500],174308
cdc-48.2,WBGene00008053,Transitional endoplasmic reticulum ATPase homolog 2  [Source:UniProtKB/Swiss-Prot;Acc:P54812],174309
C41C4.9,WBGene00008054,,3565682
cyp-34A3,WBGene00008055,,NA
nhr-164,WBGene00008056,Nuclear hormone receptor family member nhr-164  [Source:UniProtKB/Swiss-Prot;Acc:O17657],183381
irld-25,WBGene00008057,Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:O17659],183382
C41G6.12,WBGene00008058,,183388
C41G6.13,WBGene00008059,,180030
C41G6.13,WBGene00008059,,180031
C41G6.16,WBGene00008060,,3565747
C41G7.3,WBGene00008061,,172786
set-32,WBGene00008062,SET (Trithorax/polycomb) domain containing  [Source:UniProtKB/TrEMBL;Acc:Q93368],183391
