gene_name,ensembl,description,entrezgene
tap2t,ENSDARG00000033446,"transporter associated with antigen processing, subunit type t, teleost specific [Source:ZFIN;Acc:ZDB-GENE-130531-48]",556826
nr1d2a,ENSDARG00000003820,"nuclear receptor subfamily 1, group D, member 2a [Source:ZFIN;Acc:ZDB-GENE-040504-1]",402815
CT033842.1,ENSDARG00000097972,,NA
asb6,ENSDARG00000007125,ankyrin repeat and SOCS box containing 6 [Source:ZFIN;Acc:ZDB-GENE-050522-338],553600
cxcl11.5,ENSDARG00000092423,"chemokine (C-X-C motif) ligand 11, duplicate 5 [Source:ZFIN;Acc:ZDB-GENE-060526-77]",101883535
BX323555.3,ENSDARG00000096288,proteinase-activated receptor 1-like [Source:NCBI gene;Acc:794215],794215
CR848742.1,ENSDARG00000097142,,NA
gins2,ENSDARG00000002304,GINS complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-050419-19],554146
col5a3b,ENSDARG00000101816,"collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]",100463515
sinhcaf,ENSDARG00000032653,SIN3-HDAC complex associated factor [Source:ZFIN;Acc:ZDB-GENE-041210-166],563991
pear1,ENSDARG00000060753,platelet endothelial aggregation receptor 1 [Source:ZFIN;Acc:ZDB-GENE-091230-1],571812
F2R (1 of many),ENSDARG00000087469,coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537],NA
mhc1uka,ENSDARG00000092731,major histocompatibility complex class I UKA [Source:ZFIN;Acc:ZDB-GENE-060825-152],751750
CR759887.2,ENSDARG00000095238,,NA
arsia,ENSDARG00000077606,"arylsulfatase family, member Ia [Source:ZFIN;Acc:ZDB-GENE-140106-141]",100329483
CR847504.1,ENSDARG00000102515,,NA
id4,ENSDARG00000045131,inhibitor of DNA binding 4 [Source:ZFIN;Acc:ZDB-GENE-051113-208],664761
smad7,ENSDARG00000016858,SMAD family member 7 [Source:ZFIN;Acc:ZDB-GENE-030128-3],326282
rergla,ENSDARG00000019396,RERG/RAS-like a [Source:ZFIN;Acc:ZDB-GENE-040718-198],436767
si:dkey-22i16.10,ENSDARG00000078558,si:dkey-22i16.10 [Source:ZFIN;Acc:ZDB-GENE-090312-54],NA
poglut1,ENSDARG00000053463,protein O-glucosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-051120-24],641495
si:ch211-237a4.2,ENSDARG00000103992,si:ch211-237a4.2 [Source:ZFIN;Acc:ZDB-GENE-060503-504],103910520
lcmt1,ENSDARG00000045140,leucine carboxyl methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040912-75],447907
tbxta,ENSDARG00000101576,T-box transcription factor Ta [Source:ZFIN;Acc:ZDB-GENE-980526-437],30399
cyp27a1.2,ENSDARG00000069186,"cytochrome P450, family 27, subfamily A, polypeptide 1, gene 2 [Source:ZFIN;Acc:ZDB-GENE-081104-511]",795106
glulb,ENSDARG00000100003,glutamate-ammonia ligase (glutamine synthase) b [Source:ZFIN;Acc:ZDB-GENE-030131-8417],336473
tmeff1b,ENSDARG00000056740,transmembrane protein with EGF-like and two follistatin-like domains 1b [Source:ZFIN;Acc:ZDB-GENE-050706-143],553511
nog3,ENSDARG00000053528,noggin 3 [Source:ZFIN;Acc:ZDB-GENE-990714-8],30173
si:ch73-151m17.5,ENSDARG00000017722,si:ch73-151m17.5 [Source:ZFIN;Acc:ZDB-GENE-131121-43],100004742
nmnat2,ENSDARG00000004580,nicotinamide nucleotide adenylyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8201],336257
fgfr1bl,ENSDARG00000075027,"fibroblast growth factor receptor 1b, like [Source:ZFIN;Acc:ZDB-GENE-091204-406]",NA
gss,ENSDARG00000037706,glutathione synthetase [Source:ZFIN;Acc:ZDB-GENE-041010-208],450084
si:dkey-57h18.1,ENSDARG00000079457,si:dkey-57h18.1 [Source:ZFIN;Acc:ZDB-GENE-130603-100],100001169
hypk,ENSDARG00000059725,huntingtin interacting protein K [Source:ZFIN;Acc:ZDB-GENE-080515-6],100151755
cxxc5b,ENSDARG00000075735,CXXC finger protein 5b [Source:ZFIN;Acc:ZDB-GENE-130225-1],560916
zmiz2,ENSDARG00000098683,"zinc finger, MIZ-type containing 2 [Source:ZFIN;Acc:ZDB-GENE-090313-285]",100333571
si:ch211-246b8.2,ENSDARG00000102904,si:ch211-246b8.2 [Source:ZFIN;Acc:ZDB-GENE-070705-137],NA
havcr1,ENSDARG00000040178,hepatitis A virus cellular receptor 1 [Source:ZFIN;Acc:ZDB-GENE-040718-131],436707
pimr117,ENSDARG00000111692,"Pim proto-oncogene, serine/threonine kinase, related 117 [Source:ZFIN;Acc:ZDB-GENE-141215-30]",562657
rgs13,ENSDARG00000017653,regulator of G protein signaling 13 [Source:ZFIN;Acc:ZDB-GENE-070410-138],100037359
abl2,ENSDARG00000013841,"c-abl oncogene 2, non-receptor tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-020809-2]",570636
si:dkey-194e6.1,ENSDARG00000041644,si:dkey-194e6.1 [Source:ZFIN;Acc:ZDB-GENE-100922-43],402976
pimr175,ENSDARG00000097940,"Pim proto-oncogene, serine/threonine kinase, related 175 [Source:ZFIN;Acc:ZDB-GENE-131119-78]",568708
dhrsx,ENSDARG00000079280,dehydrogenase/reductase (SDR family) X-linked [Source:ZFIN;Acc:ZDB-GENE-060620-2],100318301
si:dkey-21c1.1,ENSDARG00000096725,si:dkey-21c1.1 [Source:ZFIN;Acc:ZDB-GENE-130603-45],100150256
ubb,ENSDARG00000093313,ubiquitin B [Source:ZFIN;Acc:ZDB-GENE-050411-10],550134
mfap1,ENSDARG00000018241,microfibril associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1075],393992
ampd2b,ENSDARG00000029952,adenosine monophosphate deaminase 2b [Source:ZFIN;Acc:ZDB-GENE-070713-5],571355
cluap1,ENSDARG00000079110,clusterin associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1943],406281
usp9,ENSDARG00000013708,ubiquitin specific peptidase 9 [Source:ZFIN;Acc:ZDB-GENE-061019-1],568683
BX901952.1,ENSDARG00000096758,,NA
emilin1a,ENSDARG00000024537,elastin microfibril interfacer 1a [Source:ZFIN;Acc:ZDB-GENE-041001-191],566473
gpatch1,ENSDARG00000033418,G patch domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040914-65],448925
AL928920.3,ENSDARG00000096778,,NA
zbtb47b,ENSDARG00000079547,zinc finger and BTB domain containing 47b [Source:ZFIN;Acc:ZDB-GENE-091118-34],100536838
snpha,ENSDARG00000078485,syntaphilin a [Source:ZFIN;Acc:ZDB-GENE-081104-227],101882811
cxcr3.1,ENSDARG00000007358,"chemokine (C-X-C motif) receptor 3, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-060130-38]",654692
foxq1a,ENSDARG00000030896,forkhead box Q1a [Source:ZFIN;Acc:ZDB-GENE-070424-74],100537750
il15,ENSDARG00000052361,interleukin 15 [Source:ZFIN;Acc:ZDB-GENE-060213-2],654826
zgc:113263,ENSDARG00000045842,zgc:113263 [Source:ZFIN;Acc:ZDB-GENE-050306-34],503753
BX914200.1,ENSDARG00000039747,,NA
si:dkey-108k21.14,ENSDARG00000110841,si:dkey-108k21.14 [Source:ZFIN;Acc:ZDB-GENE-131121-10],NA
si:ch73-184c24.1,ENSDARG00000074827,si:ch73-184c24.1 [Source:ZFIN;Acc:ZDB-GENE-100922-80],101883471
pimr138,ENSDARG00000041550,"Pim proto-oncogene, serine/threonine kinase, related 138 [Source:ZFIN;Acc:ZDB-GENE-041014-153]",560061
gngt1,ENSDARG00000035798,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7596]",335656
CT737131.1,ENSDARG00000093023,,NA
BX323555.1,ENSDARG00000023519,,NA
tlx1,ENSDARG00000003965,T cell leukemia homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-021021-2],266964
oprm1,ENSDARG00000039434,"opioid receptor, mu 1 [Source:ZFIN;Acc:ZDB-GENE-010125-1]",65088
glmnb,ENSDARG00000010958,"glomulin, FKBP associated protein b [Source:ZFIN;Acc:ZDB-GENE-080723-14]",100170791
vps13d,ENSDARG00000017986,vacuolar protein sorting 13 homolog D (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050912-1],567879
zfr2,ENSDARG00000071683,zinc finger RNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-070705-184],567465
best4,ENSDARG00000078455,bestrophin 4 [Source:ZFIN;Acc:ZDB-GENE-070912-6],563711
fam217b,ENSDARG00000088505,"family with sequence similarity 217, member B [Source:ZFIN;Acc:ZDB-GENE-090313-236]",557141
AL928854.1,ENSDARG00000105454,,NA
rbp4,ENSDARG00000101199,"retinol binding protein 4, plasma [Source:ZFIN;Acc:ZDB-GENE-000210-19]",30077
si:dkey-62k3.5,ENSDARG00000090975,si:dkey-62k3.5 [Source:ZFIN;Acc:ZDB-GENE-160727-7],NA
FP016235.1,ENSDARG00000097673,,NA
usp39,ENSDARG00000041908,ubiquitin specific peptidase 39 [Source:ZFIN;Acc:ZDB-GENE-030131-966],790924
adprm,ENSDARG00000026090,"ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent [Source:ZFIN;Acc:ZDB-GENE-040426-1406]",393393
si:rp71-17i16.6,ENSDARG00000095453,si:rp71-17i16.6 [Source:ZFIN;Acc:ZDB-GENE-090313-410],100148415
klhdc8a,ENSDARG00000061000,kelch domain containing 8A [Source:ZFIN;Acc:ZDB-GENE-120810-3],794258
arrdc2,ENSDARG00000020761,arrestin domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7146],335206
xirp2b,ENSDARG00000091090,xin actin binding repeat containing 2b [Source:ZFIN;Acc:ZDB-GENE-030521-26],100535904
pimr202,ENSDARG00000103910,"Pim proto-oncogene, serine/threonine kinase, related 202 [Source:ZFIN;Acc:ZDB-GENE-141222-84]",NA
utp3,ENSDARG00000056720,"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040912-163]",447856
slc25a26,ENSDARG00000058208,"solute carrier family 25 (S-adenosylmethionine carrier), member 26 [Source:ZFIN;Acc:ZDB-GENE-050913-126]",560478
mon2,ENSDARG00000099798,"MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:ZFIN;Acc:ZDB-GENE-030131-2712]",100334806
ankrd13c,ENSDARG00000103831,ankyrin repeat domain 13C [Source:ZFIN;Acc:ZDB-GENE-030131-3892],325167
AL928920.1,ENSDARG00000094567,,NA
si:ch73-138n13.1,ENSDARG00000075349,si:ch73-138n13.1 [Source:ZFIN;Acc:ZDB-GENE-091204-448],504038
gpsm1a,ENSDARG00000092517,G protein signaling modulator 1a [Source:ZFIN;Acc:ZDB-GENE-060526-302],100004265
gdap1,ENSDARG00000058601,ganglioside induced differentiation associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-050522-424],553702
lmnb2,ENSDARG00000101624,lamin B2 [Source:ZFIN;Acc:ZDB-GENE-990630-13],30196
cpb1,ENSDARG00000045442,carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132],322412
myhz1.2,ENSDARG00000067995,"myosin, heavy polypeptide 1.2, skeletal muscle [Source:ZFIN;Acc:ZDB-GENE-070705-73]",799300
rnls,ENSDARG00000012453,"renalase, FAD-dependent amine oxidase [Source:ZFIN;Acc:ZDB-GENE-040718-351]",436880
CR382363.1,ENSDARG00000097381,,NA
zgc:113983,ENSDARG00000068941,zgc:113983 [Source:ZFIN;Acc:ZDB-GENE-050626-58],573992
txndc12,ENSDARG00000038980,thioredoxin domain containing 12 (endoplasmic reticulum) [Source:ZFIN;Acc:ZDB-GENE-050522-497],324900
si:dkey-14d8.1,ENSDARG00000095332,si:dkey-14d8.1 [Source:ZFIN;Acc:ZDB-GENE-041210-86],558690
rubcnl,ENSDARG00000088402,RUN and cysteine rich domain containing beclin 1 interacting protein like [Source:ZFIN;Acc:ZDB-GENE-070912-256],NA
npffl,ENSDARG00000045016,neuropeptide FF-amide peptide precursor like [Source:ZFIN;Acc:ZDB-GENE-030806-1],368264
CDK18,ENSDARG00000012204,cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751],100150007
sf3b5,ENSDARG00000016855,"splicing factor 3b, subunit 5 [Source:ZFIN;Acc:ZDB-GENE-040718-181]",436751
fut9d,ENSDARG00000028098,fucosyltransferase 9d [Source:ZFIN;Acc:ZDB-GENE-050309-15],503885
inpp4b,ENSDARG00000075201,inositol polyphosphate-4-phosphatase type II B [Source:ZFIN;Acc:ZDB-GENE-090312-97],560006
pimr14,ENSDARG00000086941,"Pim proto-oncogene, serine/threonine kinase, related 14 [Source:ZFIN;Acc:ZDB-GENE-131122-101]",NA
hist1h2a3,ENSDARG00000111648,histone cluster 1 H2A family member 3 [Source:ZFIN;Acc:ZDB-GENE-070822-28],103909881
CT737190.2,ENSDARG00000105703,,NA
si:ch211-278a6.1,ENSDARG00000059773,si:ch211-278a6.1 [Source:ZFIN;Acc:ZDB-GENE-060503-699],565863
slc7a4,ENSDARG00000068286,"solute carrier family 7, member 4 [Source:ZFIN;Acc:ZDB-GENE-030919-2]",796100
zdhhc12a,ENSDARG00000076632,"zinc finger, DHHC-type containing 12a [Source:ZFIN;Acc:ZDB-GENE-081104-40]",100332332
stoml1,ENSDARG00000062142,stomatin (EPB72)-like 1 [Source:ZFIN;Acc:ZDB-GENE-070209-241],563294
hsbp1b,ENSDARG00000041921,heat shock factor binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1721],393727
npepps,ENSDARG00000044943,aminopeptidase puromycin sensitive [Source:ZFIN;Acc:ZDB-GENE-060524-3],407726
syngr1a,ENSDARG00000002564,synaptogyrin 1a [Source:ZFIN;Acc:ZDB-GENE-041010-169],450047
wnt10b,ENSDARG00000040925,"wingless-type MMTV integration site family, member 10b [Source:ZFIN;Acc:ZDB-GENE-980526-524]",30308
ttc9b,ENSDARG00000068421,tetratricopeptide repeat domain 9B [Source:ZFIN;Acc:ZDB-GENE-050419-67],559732
tlcd1,ENSDARG00000002391,TLC domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041010-173],450051
arhgef37,ENSDARG00000002463,Rho guanine nucleotide exchange factor (GEF) 37 [Source:ZFIN;Acc:ZDB-GENE-100514-3],101883655
CU469524.1,ENSDARG00000096174,,NA
zgc:101569,ENSDARG00000038876,zgc:101569 [Source:ZFIN;Acc:ZDB-GENE-041010-72],449822
tmc2a,ENSDARG00000033104,transmembrane channel-like 2a [Source:ZFIN;Acc:ZDB-GENE-060526-280],571240
znrf1,ENSDARG00000020475,zinc and ring finger 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1905],393844
CR926464.1,ENSDARG00000097943,,NA
rgs1,ENSDARG00000089077,regulator of G protein signaling 1 [Source:ZFIN;Acc:ZDB-GENE-070705-145],556179
acap3a,ENSDARG00000075990,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3a [Source:ZFIN;Acc:ZDB-GENE-030131-1711]",322991
znf827,ENSDARG00000076171,zinc finger protein 827 [Source:ZFIN;Acc:ZDB-GENE-080728-3],565077
celf4,ENSDARG00000070045,"CUGBP, Elav-like family member 4 [Source:ZFIN;Acc:ZDB-GENE-040718-300]",436835
adrb1,ENSDARG00000007490,adrenoceptor beta 1 [Source:ZFIN;Acc:ZDB-GENE-081022-145],557194
si:dkey-220k22.3,ENSDARG00000094693,si:dkey-220k22.3 [Source:ZFIN;Acc:ZDB-GENE-060526-257],796870
gusb,ENSDARG00000063126,"glucuronidase, beta [Source:ZFIN;Acc:ZDB-GENE-070705-256]",571441
tcf23,ENSDARG00000087381,transcription factor 23 [Source:ZFIN;Acc:ZDB-GENE-090806-5],100002924
fgfr1bl,ENSDARG00000104015,"fibroblast growth factor receptor 1b, like [Source:ZFIN;Acc:ZDB-GENE-091204-406]",569566
gins3,ENSDARG00000038847,GINS complex subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040721-1],442931
si:dkey-1b17.6,ENSDARG00000099618,si:dkey-1b17.6 [Source:ZFIN;Acc:ZDB-GENE-050208-384],NA
CU137717.1,ENSDARG00000093153,,NA
ecrg4a,ENSDARG00000056087,esophageal cancer related gene 4a [Source:ZFIN;Acc:ZDB-GENE-050417-189],791762
ddx47,ENSDARG00000102353,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 [Source:ZFIN;Acc:ZDB-GENE-050522-359],553715
BX248089.1,ENSDARG00000094091,,NA
fam78aa,ENSDARG00000101217,"family with sequence similarity 78, member Aa [Source:ZFIN;Acc:ZDB-GENE-061027-351]",559300
slc35f4,ENSDARG00000103124,"solute carrier family 35, member F4 [Source:ZFIN;Acc:ZDB-GENE-131121-49]",100001581
CR385053.1,ENSDARG00000093707,uncharacterized LOC108180326 [Source:NCBI gene;Acc:108180326],108180326
hist1h4l,ENSDARG00000112954,"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]",794549
hist1h4l,ENSDARG00000112954,"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]",100004395
hist1h4l,ENSDARG00000112954,"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]",100126027
hist1h4l,ENSDARG00000112954,"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]",100150038
hist1h4l,ENSDARG00000112954,"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]",100331412
gnat2,ENSDARG00000042529,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-011128-10]",140429
pimr168,ENSDARG00000110216,"Pim proto-oncogene, serine/threonine kinase, related 168 [Source:ZFIN;Acc:ZDB-GENE-041210-63]",NA
uxs1,ENSDARG00000056102,UDP-glucuronate decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-020419-37],192315
h2afy2,ENSDARG00000087897,"H2A histone family, member Y2 [Source:ZFIN;Acc:ZDB-GENE-050913-114]",558711
ccr7,ENSDARG00000044561,chemokine (C-C motif) receptor 7 [Source:ZFIN;Acc:ZDB-GENE-060522-2],565958
AL929057.1,ENSDARG00000103165,,NA
dlk2,ENSDARG00000076247,delta-like 2 homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-081107-4],100150992
pik3r3b,ENSDARG00000034409,"phosphoinositide-3-kinase, regulatory subunit 3b (gamma) [Source:ZFIN;Acc:ZDB-GENE-040426-743]",100000252
emc3,ENSDARG00000020607,ER membrane protein complex subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2904],406826
si:dkey-188i13.6,ENSDARG00000074217,si:dkey-188i13.6 [Source:ZFIN;Acc:ZDB-GENE-030131-7410],558511
cep76,ENSDARG00000058319,centrosomal protein 76 [Source:ZFIN;Acc:ZDB-GENE-070820-5],564926
CU855889.1,ENSDARG00000102104,,NA
smim8,ENSDARG00000071040,small integral membrane protein 8 [Source:ZFIN;Acc:ZDB-GENE-050522-423],554139
ptprfb,ENSDARG00000005754,"protein tyrosine phosphatase, receptor type, f, b [Source:ZFIN;Acc:ZDB-GENE-060503-530]",799867
zgc:66473,ENSDARG00000087289,zgc:66473 [Source:ZFIN;Acc:ZDB-GENE-030131-5708],554469
zgc:92137,ENSDARG00000009443,zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179],445049
CU929145.2,ENSDARG00000097268,,NA
AL928920.4,ENSDARG00000096812,,NA
zgc:171759,ENSDARG00000111964,zgc:171759 [Source:ZFIN;Acc:ZDB-GENE-071004-32],NA
si:dkey-273g18.1,ENSDARG00000097405,si:dkey-273g18.1 [Source:ZFIN;Acc:ZDB-GENE-060503-256],NA
si:ch1073-286c18.5,ENSDARG00000098567,si:ch1073-286c18.5 [Source:ZFIN;Acc:ZDB-GENE-121214-240],NA
rtcb,ENSDARG00000101047,"RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:ZFIN;Acc:ZDB-GENE-040426-2096]",406376
cdh4,ENSDARG00000015002,"cadherin 4, type 1, R-cadherin (retinal) [Source:ZFIN;Acc:ZDB-GENE-991207-1]",30297
map7a,ENSDARG00000078241,microtubule-associated protein 7a [Source:ZFIN;Acc:ZDB-GENE-131121-151],571393
CR385053.2,ENSDARG00000097778,,NA
si:ch73-106l15.4,ENSDARG00000089312,si:ch73-106l15.4 [Source:ZFIN;Acc:ZDB-GENE-131120-96],100535144
ppp1r3da,ENSDARG00000077513,"protein phosphatase 1, regulatory subunit 3Da [Source:ZFIN;Acc:ZDB-GENE-080204-75]",799144
si:ch211-106k21.5,ENSDARG00000086052,si:ch211-106k21.5 [Source:ZFIN;Acc:ZDB-GENE-070912-7],796902
si:dkey-63b1.1,ENSDARG00000043664,si:dkey-63b1.1 [Source:ZFIN;Acc:ZDB-GENE-041210-292],100004938
FP103004.1,ENSDARG00000092413,,NA
ins,ENSDARG00000035350,preproinsulin [Source:ZFIN;Acc:ZDB-GENE-980526-110],30262
rfng,ENSDARG00000019746,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-030131-5418],414848
CR354547.1,ENSDARG00000093180,,NA
smg7,ENSDARG00000060767,SMG7 nonsense mediated mRNA decay factor [Source:ZFIN;Acc:ZDB-GENE-030131-9122],565575
slc11a2,ENSDARG00000024295,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-021115-1]",678623
tgfbr1a,ENSDARG00000017494,"transforming growth factor, beta receptor 1 a [Source:ZFIN;Acc:ZDB-GENE-051120-75]",560578
si:dkey-247k7.2,ENSDARG00000103199,si:dkey-247k7.2 [Source:ZFIN;Acc:ZDB-GENE-031118-45],797677
si:ch73-204p21.2,ENSDARG00000097902,si:ch73-204p21.2 [Source:ZFIN;Acc:ZDB-GENE-050208-49],100148757
nav1b,ENSDARG00000058771,neuron navigator 1b [Source:ZFIN;Acc:ZDB-GENE-120215-84],100005000
kcnj2b,ENSDARG00000104389,"potassium inwardly-rectifying channel, subfamily J, member 2b [Source:ZFIN;Acc:ZDB-GENE-091204-290]",563744
lims2,ENSDARG00000014976,LIM and senescent cell antigen-like domains 2 [Source:ZFIN;Acc:ZDB-GENE-050522-56],553696
wnt1,ENSDARG00000055554,"wingless-type MMTV integration site family, member 1 [Source:ZFIN;Acc:ZDB-GENE-980526-526]",30128
clta,ENSDARG00000045618,"clathrin, light chain A [Source:ZFIN;Acc:ZDB-GENE-040426-1986]",406318
stambpa,ENSDARG00000054501,STAM binding protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1551],797422
blvrb,ENSDARG00000096829,biliverdin reductase B [Source:ZFIN;Acc:ZDB-GENE-030131-1516],436959
si:ch211-241j12.3,ENSDARG00000043963,si:ch211-241j12.3 [Source:ZFIN;Acc:ZDB-GENE-040724-72],566552
clcn7,ENSDARG00000019556,chloride channel 7 [Source:ZFIN;Acc:ZDB-GENE-061103-196],553351
sp4,ENSDARG00000005186,sp4 transcription factor [Source:ZFIN;Acc:ZDB-GENE-031202-3],387291
vegfaa,ENSDARG00000103542,vascular endothelial growth factor Aa [Source:ZFIN;Acc:ZDB-GENE-990415-273],30682
CYP27A1 (1 of many),ENSDARG00000088013,cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605],723999
jak2b,ENSDARG00000018882,Janus kinase 2b [Source:ZFIN;Acc:ZDB-GENE-980526-123],30298
cyfip1,ENSDARG00000044345,cytoplasmic FMR1 interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8557],336613
cd4-1,ENSDARG00000070668,CD4-1 molecule [Source:ZFIN;Acc:ZDB-GENE-100922-280],799982
F2R (1 of many),ENSDARG00000059507,coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537],799082
rnpep,ENSDARG00000012506,arginyl aminopeptidase (aminopeptidase B) [Source:ZFIN;Acc:ZDB-GENE-040718-241],437014
b3gnt3.1,ENSDARG00000043482,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040625-129]",494166
card14,ENSDARG00000103485,"caspase recruitment domain family, member 14 [Source:ZFIN;Acc:ZDB-GENE-090310-1]",568689
trim46a,ENSDARG00000012367,tripartite motif containing 46a [Source:ZFIN;Acc:ZDB-GENE-110825-1],569905
aebp1,ENSDARG00000091726,AE binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2390],793308
pimr109,ENSDARG00000069281,"Pim proto-oncogene, serine/threonine kinase, related 109 [Source:ZFIN;Acc:ZDB-GENE-030131-6182]",560132
stk35,ENSDARG00000086856,serine/threonine kinase 35 [Source:ZFIN;Acc:ZDB-GENE-061103-553],568080
mllt11,ENSDARG00000071026,"MLLT11, transcription factor 7 cofactor [Source:ZFIN;Acc:ZDB-GENE-030131-3007]",563531
tfdp2,ENSDARG00000042835,transcription factor Dp-2 [Source:ZFIN;Acc:ZDB-GENE-030219-104],338204
cpsf6,ENSDARG00000018618,cleavage and polyadenylation specific factor 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5277],327069
decr1,ENSDARG00000003869,"2,4-dienoyl CoA reductase 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-142]",436717
si:ch211-129o18.4,ENSDARG00000098029,si:ch211-129o18.4 [Source:ZFIN;Acc:ZDB-GENE-090313-22],101883649
zgc:92242,ENSDARG00000029443,zgc:92242 [Source:ZFIN;Acc:ZDB-GENE-040718-371],436899
hif1aa,ENSDARG00000006181,hypoxia inducible factor 1 subunit alpha a [Source:ZFIN;Acc:ZDB-GENE-080917-55],797150
BX248418.1,ENSDARG00000096569,,NA
boka,ENSDARG00000052129,"BOK, BCL2 family apoptosis regulator a [Source:ZFIN;Acc:ZDB-GENE-040801-131]",445218
hes2.2,ENSDARG00000068168,"hes family bHLH transcription factor 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-060825-55]",751634
scamp4,ENSDARG00000010531,secretory carrier membrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-050913-40],562881
gja5b,ENSDARG00000069450,"gap junction protein, alpha 5b [Source:ZFIN;Acc:ZDB-GENE-050616-11]",570445
plekhs1,ENSDARG00000079227,"pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]",100136845
ambra1b,ENSDARG00000039878,autophagy/beclin-1 regulator 1b [Source:ZFIN;Acc:ZDB-GENE-050208-235],559106
CT583650.1,ENSDARG00000096869,,NA
CT030031.1,ENSDARG00000093904,,NA
mphosph10,ENSDARG00000012495,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:ZFIN;Acc:ZDB-GENE-030131-2146],323426
si:ch211-170d8.8,ENSDARG00000090945,si:ch211-170d8.8 [Source:ZFIN;Acc:ZDB-GENE-110411-272],101885153
znf1160,ENSDARG00000100196,zinc finger protein 1160 [Source:ZFIN;Acc:ZDB-GENE-050208-624],568663
psmb1,ENSDARG00000009640,proteasome subunit beta 1 [Source:ZFIN;Acc:ZDB-GENE-040618-2],445413
si:dkey-199f5.8,ENSDARG00000018853,si:dkey-199f5.8 [Source:ZFIN;Acc:ZDB-GENE-030131-4733],556544
ankrd13a,ENSDARG00000061901,ankyrin repeat domain 13A [Source:ZFIN;Acc:ZDB-GENE-030131-1833],556837
alx1,ENSDARG00000062824,ALX homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-050419-191],565176
anks1b,ENSDARG00000003512,ankyrin repeat and sterile alpha motif domain containing 1B [Source:ZFIN;Acc:ZDB-GENE-041210-349],565408
