gene_name,ensembl,description,entrezgene
RF00001,ENSMFAG00000018469,,NA
UBR7,ENSMFAG00000018470,ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:NCBI gene;Acc:101866924],101866924
,ENSMFAG00000018471,,NA
RNF113A,ENSMFAG00000018472,ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974],102145167
RF00100,ENSMFAG00000018475,"RNA, 7SK small nuclear pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:45754]",NA
RF00275,ENSMFAG00000018479,"small nucleolar RNA, C/D box 56B [Source:HGNC Symbol;Acc:HGNC:19771]",NA
RF00017,ENSMFAG00000018480,"RNA, 7SL, cytoplasmic 826, pseudogene [Source:HGNC Symbol;Acc:HGNC:46842]",NA
,ENSMFAG00000018487,,NA
TRAV9-2,ENSMFAG00000018490,T cell receptor alpha variable 9-2 [Source:HGNC Symbol;Acc:HGNC:12154],NA
RF02105,ENSMFAG00000018495,,NA
RF00001,ENSMFAG00000018500,,NA
RF00275,ENSMFAG00000018504,,NA
RF00001,ENSMFAG00000018510,,NA
CLDN10,ENSMFAG00000018513,claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033],102131971
RF00100,ENSMFAG00000018517,"RNA, 7SK small nuclear pseudogene 189 [Source:HGNC Symbol;Acc:HGNC:45913]",NA
RF00017,ENSMFAG00000018520,"RNA, 7SL, cytoplasmic 352, pseudogene [Source:HGNC Symbol;Acc:HGNC:46368]",NA
MIR212,ENSMFAG00000018523,microRNA 212 [Source:HGNC Symbol;Acc:HGNC:31589],NA
TRAV12-3,ENSMFAG00000018524,T cell receptor alpha variable 12-3 [Source:HGNC Symbol;Acc:HGNC:12107],NA
RF00001,ENSMFAG00000018525,,NA
RF00275,ENSMFAG00000018526,,NA
RF00001,ENSMFAG00000018527,,NA
PLAGL2,ENSMFAG00000018533,PLAG1 like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:9047],101866960
,ENSMFAG00000018534,ubiquitin-conjugating enzyme E2 L3 [Source:NCBI gene;Acc:102140123],102140123
,ENSMFAG00000018541,,NA
RF00100,ENSMFAG00000018545,"RNA, 7SK small nuclear pseudogene 216 [Source:HGNC Symbol;Acc:HGNC:45940]",NA
KCNJ15,ENSMFAG00000018546,potassium voltage-gated channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261],102124554
RF00001,ENSMFAG00000018547,,NA
RF00017,ENSMFAG00000018548,"RNA, 7SL, cytoplasmic 318, pseudogene [Source:HGNC Symbol;Acc:HGNC:46334]",NA
RF00001,ENSMFAG00000018551,,NA
RF00087,ENSMFAG00000018552,"small nucleolar RNA, C/D box 26 [Source:HGNC Symbol;Acc:HGNC:10148]",NA
TRAV26-2,ENSMFAG00000018553,T cell receptor alpha variable 26-2 [Source:HGNC Symbol;Acc:HGNC:12124],NA
LGALS13,ENSMFAG00000018557,galectin 13 [Source:HGNC Symbol;Acc:HGNC:15449],102116978
,ENSMFAG00000018576,,NA
RF02215,ENSMFAG00000018577,,NA
RF00100,ENSMFAG00000018579,"RNA, 7SK small nuclear pseudogene 281 [Source:HGNC Symbol;Acc:HGNC:46005]",NA
RF00017,ENSMFAG00000018580,,NA
ETFA,ENSMFAG00000018597,electron transfer flavoprotein subunit alpha [Source:NCBI gene;Acc:102123303],102123303
RF00001,ENSMFAG00000018599,,NA
RF00440,ENSMFAG00000018601,"small nucleolar RNA, C/D box 37 [Source:HGNC Symbol;Acc:HGNC:10166]",NA
TRAV34,ENSMFAG00000018603,T cell receptor alpha variable 34 [Source:HGNC Symbol;Acc:HGNC:12133],NA
,ENSMFAG00000018607,,NA
RF00100,ENSMFAG00000018612,"RNA, 7SK small nuclear pseudogene 127 [Source:HGNC Symbol;Acc:HGNC:45851]",NA
RF00017,ENSMFAG00000018614,"RNA, 7SL, cytoplasmic 366, pseudogene [Source:HGNC Symbol;Acc:HGNC:46382]",NA
RF01969,ENSMFAG00000018615,,NA
,ENSMFAG00000018623,olfactory receptor 10H3-like [Source:NCBI gene;Acc:102120960],102120960
PPT2,ENSMFAG00000018625,palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326],102124313
PPT2,ENSMFAG00000018625,palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326],102125225
GJA5,ENSMFAG00000018627,gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279],102127035
,ENSMFAG00000018632,,NA
,ENSMFAG00000018633,,NA
,ENSMFAG00000018634,,NA
RF00001,ENSMFAG00000018636,,NA
RF00026,ENSMFAG00000018637,"RNA, U6 small nuclear 460, pseudogene [Source:HGNC Symbol;Acc:HGNC:47423]",NA
HSPH1,ENSMFAG00000018638,heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969],102135500
ARSG,ENSMFAG00000018643,arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102],102118529
RF00100,ENSMFAG00000018647,"RNA, 7SK small nuclear pseudogene 171 [Source:HGNC Symbol;Acc:HGNC:45895]",NA
RF00017,ENSMFAG00000018650,"RNA, 7SL, cytoplasmic 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:46027]",NA
RF00581,ENSMFAG00000018651,"small nucleolar RNA, C/D box 12 [Source:HGNC Symbol;Acc:HGNC:32708]",NA
RF00100,ENSMFAG00000018663,,NA
ALDH1B1,ENSMFAG00000018664,aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407],102133980
RF00001,ENSMFAG00000018672,,NA
RF00026,ENSMFAG00000018673,"RNA, U6 small nuclear 205, pseudogene [Source:HGNC Symbol;Acc:HGNC:47168]",NA
,ENSMFAG00000018676,,NA
RF00100,ENSMFAG00000018678,"RNA, 7SK small nuclear pseudogene 293 [Source:HGNC Symbol;Acc:HGNC:46017]",NA
RF00492,ENSMFAG00000018679,small Cajal body-specific RNA 17 [Source:HGNC Symbol;Acc:HGNC:32574],NA
RF00017,ENSMFAG00000018687,"RNA, 7SL, cytoplasmic 200, pseudogene [Source:HGNC Symbol;Acc:HGNC:46216]",NA
RF00581,ENSMFAG00000018688,"small nucleolar RNA, C/D box 12C [Source:HGNC Symbol;Acc:HGNC:10105]",NA
MIR433,ENSMFAG00000018690,microRNA 433 [Source:HGNC Symbol;Acc:HGNC:32026],NA
RF00026,ENSMFAG00000018700,"RNA, U6 small nuclear 500, pseudogene [Source:HGNC Symbol;Acc:HGNC:47463]",NA
RF00001,ENSMFAG00000018704,,NA
RF00100,ENSMFAG00000018705,,NA
DCPS,ENSMFAG00000018709,"decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]",102120410
NEUROG1,ENSMFAG00000018711,neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764],102128725
STARD10,ENSMFAG00000018716,StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666],101867497
C15orf62,ENSMFAG00000018717,chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489],102121664
,ENSMFAG00000018720,,NA
MIRLET7I,ENSMFAG00000018728,microRNA let-7i [Source:HGNC Symbol;Acc:HGNC:31486],NA
RF00100,ENSMFAG00000018729,,NA
RF00581,ENSMFAG00000018730,"small nucleolar RNA, C/D box 12B [Source:HGNC Symbol;Acc:HGNC:33573]",NA
RF00017,ENSMFAG00000018731,"RNA, 7SL, cytoplasmic 426, pseudogene [Source:HGNC Symbol;Acc:HGNC:46442]",NA
RF00026,ENSMFAG00000018732,"RNA, U6 small nuclear 448, pseudogene [Source:HGNC Symbol;Acc:HGNC:47411]",NA
RF00001,ENSMFAG00000018734,,NA
RF00017,ENSMFAG00000018747,"RNA, 7SL, cytoplasmic 321, pseudogene [Source:HGNC Symbol;Acc:HGNC:46337]",NA
RF00026,ENSMFAG00000018748,"RNA, U6 small nuclear 635, pseudogene [Source:HGNC Symbol;Acc:HGNC:47598]",NA
,ENSMFAG00000018749,,NA
RF01964,ENSMFAG00000018750,,NA
RF00001,ENSMFAG00000018751,,NA
RF00100,ENSMFAG00000018752,"RNA, 7SK small nuclear pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:45780]",NA
DEFB116,ENSMFAG00000018776,defensin beta 116 [Source:HGNC Symbol;Acc:HGNC:18097],102134031
,ENSMFAG00000018780,,NA
RF00026,ENSMFAG00000018781,"RNA, U6 small nuclear 574, pseudogene [Source:HGNC Symbol;Acc:HGNC:47537]",NA
RF00100,ENSMFAG00000018783,"RNA, 7SK small nuclear pseudogene 143 [Source:HGNC Symbol;Acc:HGNC:45867]",NA
RF00017,ENSMFAG00000018784,"RNA, 7SL, cytoplasmic 494, pseudogene [Source:HGNC Symbol;Acc:HGNC:46510]",NA
TMEM125,ENSMFAG00000018790,transmembrane protein 125 [Source:HGNC Symbol;Acc:HGNC:28275],102141637
RF00001,ENSMFAG00000018793,,NA
,ENSMFAG00000018794,,NA
RF00003,ENSMFAG00000018807,,NA
,ENSMFAG00000018815,,NA
RF00026,ENSMFAG00000018816,,NA
,ENSMFAG00000018817,,NA
RF00100,ENSMFAG00000018823,"RNA, 7SK small nuclear pseudogene 193 [Source:HGNC Symbol;Acc:HGNC:45917]",NA
RF00017,ENSMFAG00000018824,"RNA, 7SL, cytoplasmic 273, pseudogene [Source:HGNC Symbol;Acc:HGNC:46289]",NA
RF00001,ENSMFAG00000018831,,NA
,ENSMFAG00000018834,,NA
,ENSMFAG00000018839,,NA
RF00003,ENSMFAG00000018845,"RNA, U1 small nuclear 146, pseudogene [Source:HGNC Symbol;Acc:HGNC:48488]",NA
,ENSMFAG00000018851,,NA
,ENSMFAG00000018852,O-acyltransferase like [Source:NCBI gene;Acc:102125936],102125936
RF00100,ENSMFAG00000018854,"RNA, 7SK small nuclear pseudogene 269 [Source:HGNC Symbol;Acc:HGNC:45993]",NA
RF00026,ENSMFAG00000018855,"RNA, U6 small nuclear 609, pseudogene [Source:HGNC Symbol;Acc:HGNC:47572]",NA
SERPINA4,ENSMFAG00000018859,serpin family A member 4 [Source:HGNC Symbol;Acc:HGNC:8948],102140041
EXPH5,ENSMFAG00000018860,exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578],102140290
RF00272,ENSMFAG00000018864,,NA
RF00017,ENSMFAG00000018865,"RNA, 7SL, cytoplasmic 351, pseudogene [Source:HGNC Symbol;Acc:HGNC:46367]",NA
,ENSMFAG00000018867,,NA
RF00001,ENSMFAG00000018868,,NA
,ENSMFAG00000018870,,NA
RF00003,ENSMFAG00000018871,"RNA, U1 small nuclear 93, pseudogene [Source:HGNC Symbol;Acc:HGNC:48435]",NA
,ENSMFAG00000018873,,NA
RF00026,ENSMFAG00000018877,"RNA, U6 small nuclear 331, pseudogene [Source:HGNC Symbol;Acc:HGNC:47294]",NA
SYNJ1,ENSMFAG00000018883,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503],102145009
RF00100,ENSMFAG00000018897,"RNA, 7SK small nuclear pseudogene 125 [Source:HGNC Symbol;Acc:HGNC:45849]",NA
RF00017,ENSMFAG00000018898,"RNA, 7SL, cytoplasmic 150, pseudogene [Source:HGNC Symbol;Acc:HGNC:46166]",NA
,ENSMFAG00000018899,,NA
RF00003,ENSMFAG00000018900,"RNA, U1 small nuclear 117, pseudogene [Source:HGNC Symbol;Acc:HGNC:48459]",NA
COG1,ENSMFAG00000018901,component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545],101926176
RF00001,ENSMFAG00000018903,,NA
,ENSMFAG00000018905,,NA
,ENSMFAG00000018915,,NA
RF00017,ENSMFAG00000018920,,NA
RF00026,ENSMFAG00000018921,"RNA, U6 small nuclear 665, pseudogene [Source:HGNC Symbol;Acc:HGNC:47628]",NA
,ENSMFAG00000018922,,NA
RF00100,ENSMFAG00000018923,,NA
ERAS,ENSMFAG00000018924,ES cell expressed Ras [Source:HGNC Symbol;Acc:HGNC:5174],102137996
SMIM15,ENSMFAG00000018925,small integral membrane protein 15 [Source:HGNC Symbol;Acc:HGNC:33861],101866699
RF00426,ENSMFAG00000018938,,NA
TRBV19,ENSMFAG00000018942,T cell receptor beta variable 19 [Source:HGNC Symbol;Acc:HGNC:12194],NA
RF00001,ENSMFAG00000018944,,NA
RF00017,ENSMFAG00000018946,,NA
,ENSMFAG00000018948,,NA
,ENSMFAG00000018951,,NA
RF00026,ENSMFAG00000018953,"RNA, U6 small nuclear 519, pseudogene [Source:HGNC Symbol;Acc:HGNC:47482]",NA
,ENSMFAG00000018955,,NA
RF00100,ENSMFAG00000018957,"RNA, 7SK small nuclear pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:45782]",NA
,ENSMFAG00000018966,,NA
,ENSMFAG00000018969,,NA
,ENSMFAG00000018976,,NA
RF00001,ENSMFAG00000018977,,NA
PRPF4B,ENSMFAG00000018980,pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346],101865857
RF00026,ENSMFAG00000018982,"RNA, U6 small nuclear 361, pseudogene [Source:HGNC Symbol;Acc:HGNC:47324]",NA
,ENSMFAG00000018985,,NA
RF00100,ENSMFAG00000018987,"RNA, 7SK small nuclear pseudogene 172 [Source:HGNC Symbol;Acc:HGNC:45896]",NA
RF00017,ENSMFAG00000018988,,NA
ISLR,ENSMFAG00000019008,immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133],102115660
SOX1,ENSMFAG00000019013,SRY-box 1 [Source:HGNC Symbol;Acc:HGNC:11189],NA
RF00026,ENSMFAG00000019016,"RNA, U6 small nuclear 122, pseudogene [Source:HGNC Symbol;Acc:HGNC:47085]",NA
RF00284,ENSMFAG00000019020,,NA
RF00001,ENSMFAG00000019022,,NA
,ENSMFAG00000019025,,NA
RF00100,ENSMFAG00000019030,"RNA, 7SK small nuclear pseudogene 184 [Source:HGNC Symbol;Acc:HGNC:45908]",NA
RF00017,ENSMFAG00000019034,,NA
,ENSMFAG00000019039,,NA
UMAD1,ENSMFAG00000019049,UBAP1-MVB12-associated (UMA) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:48955],107129252
,ENSMFAG00000019054,,NA
CNGA4,ENSMFAG00000019056,cyclic nucleotide gated channel alpha 4 [Source:HGNC Symbol;Acc:HGNC:2152],102138777
RF00001,ENSMFAG00000019057,,NA
ENAH,ENSMFAG00000019058,"ENAH, actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]",102134090
,ENSMFAG00000019061,,NA
,ENSMFAG00000019063,olfactory receptor 2M3 [Source:NCBI gene;Acc:102119897],102119897
RF00026,ENSMFAG00000019064,"RNA, U6 small nuclear 1119, pseudogene [Source:HGNC Symbol;Acc:HGNC:48082]",NA
RF00017,ENSMFAG00000019067,,NA
RF00284,ENSMFAG00000019069,"small nucleolar RNA, C/D box 74B [Source:HGNC Symbol;Acc:HGNC:52234]",NA
RF00100,ENSMFAG00000019075,"RNA, 7SK small nuclear pseudogene 213 [Source:HGNC Symbol;Acc:HGNC:45937]",NA
,ENSMFAG00000019088,,NA
RF00001,ENSMFAG00000019089,,NA
TICAM2,ENSMFAG00000019091,toll like receptor adaptor molecule 2 [Source:NCBI gene;Acc:102142245],102142245
,ENSMFAG00000019102,,NA
RF00100,ENSMFAG00000019106,,NA
RF00284,ENSMFAG00000019107,,NA
RF00017,ENSMFAG00000019112,,NA
RF00026,ENSMFAG00000019114,"RNA, U6 small nuclear 867, pseudogene [Source:HGNC Symbol;Acc:HGNC:47830]",NA
,ENSMFAG00000019118,,NA
ZNF318,ENSMFAG00000019122,zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578],102120880
,ENSMFAG00000019129,histone H3.3C-like [Source:NCBI gene;Acc:102130997],102130997
RF00001,ENSMFAG00000019135,,NA
RF00017,ENSMFAG00000019141,,NA
,ENSMFAG00000019143,,NA
,ENSMFAG00000019144,,NA
RF00284,ENSMFAG00000019145,,NA
KCNK12,ENSMFAG00000019146,potassium two pore domain channel subfamily K member 12 [Source:HGNC Symbol;Acc:HGNC:6274],102146069
RF00100,ENSMFAG00000019147,"RNA, 7SK small nuclear pseudogene 244 [Source:HGNC Symbol;Acc:HGNC:45968]",NA
RF00026,ENSMFAG00000019155,"RNA, U6 small nuclear 1278, pseudogene [Source:HGNC Symbol;Acc:HGNC:48241]",NA
,ENSMFAG00000019163,,NA
RF00017,ENSMFAG00000019169,"RNA, 7SL, cytoplasmic 632, pseudogene [Source:HGNC Symbol;Acc:HGNC:46648]",NA
RF00001,ENSMFAG00000019171,,NA
RF00284,ENSMFAG00000019175,,NA
,ENSMFAG00000019179,,NA
RF00100,ENSMFAG00000019181,"RNA, 7SK small nuclear pseudogene 206 [Source:HGNC Symbol;Acc:HGNC:45930]",NA
RF00026,ENSMFAG00000019191,"RNA, U6 small nuclear 1298, pseudogene [Source:HGNC Symbol;Acc:HGNC:48261]",NA
OR8A1,ENSMFAG00000019193,olfactory receptor family 8 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8469],102118243
RF00001,ENSMFAG00000019202,,NA
RF00017,ENSMFAG00000019206,,NA
ACAN,ENSMFAG00000019208,aggrecan [Source:HGNC Symbol;Acc:HGNC:319],102133327
,ENSMFAG00000019209,,NA
SLC28A2,ENSMFAG00000019210,solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002],102135588
RF00284,ENSMFAG00000019211,,NA
MARCKSL1,ENSMFAG00000019212,MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142],102124661
RF02161,ENSMFAG00000019214,,NA
,ENSMFAG00000019215,,NA
SCARA5,ENSMFAG00000019218,scavenger receptor class A member 5 [Source:HGNC Symbol;Acc:HGNC:28701],102141362
,ENSMFAG00000019219,,NA
ALG5,ENSMFAG00000019220,"ALG5, dolichyl-phosphate beta-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20266]",102136561
RF00017,ENSMFAG00000019230,"RNA, 7SL, cytoplasmic 589, pseudogene [Source:HGNC Symbol;Acc:HGNC:46605]",NA
RF00001,ENSMFAG00000019231,,NA
,ENSMFAG00000019235,,NA
RF00026,ENSMFAG00000019238,"RNA, U6 small nuclear 744, pseudogene [Source:HGNC Symbol;Acc:HGNC:47707]",NA
RF00100,ENSMFAG00000019239,,NA
RF00284,ENSMFAG00000019250,,NA
GBA,ENSMFAG00000019252,glucosylceramidase beta [Source:HGNC Symbol;Acc:HGNC:4177],102121809
,ENSMFAG00000019253,,NA
RF00026,ENSMFAG00000019260,"RNA, U6 small nuclear 595, pseudogene [Source:HGNC Symbol;Acc:HGNC:47558]",NA
RF00017,ENSMFAG00000019261,"RNA, 7SL, cytoplasmic 269, pseudogene [Source:HGNC Symbol;Acc:HGNC:46285]",NA
RASGRP2,ENSMFAG00000019272,RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879],102139509
RF00001,ENSMFAG00000019273,,NA
RF00394,ENSMFAG00000019274,,NA
RF00100,ENSMFAG00000019280,"RNA, 7SK small nuclear pseudogene 190 [Source:HGNC Symbol;Acc:HGNC:45914]",NA
RF01973,ENSMFAG00000019281,,NA
,ENSMFAG00000019282,,NA
RF00026,ENSMFAG00000019289,,NA
NR2F2,ENSMFAG00000019290,nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976],102119390
RF00017,ENSMFAG00000019291,,NA
,ENSMFAG00000019292,,NA
NXT1,ENSMFAG00000019296,nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913],102122866
RF02109,ENSMFAG00000019304,,NA
RF00001,ENSMFAG00000019306,,NA
,ENSMFAG00000019308,,NA
RF00100,ENSMFAG00000019309,,NA
,ENSMFAG00000019310,,NA
PAX6,ENSMFAG00000019311,paired box 6 [Source:NCBI gene;Acc:101925834],101925834
RF00026,ENSMFAG00000019322,"RNA, U6 small nuclear 91, pseudogene [Source:HGNC Symbol;Acc:HGNC:47054]",NA
RF00017,ENSMFAG00000019323,"RNA, 7SL, cytoplasmic 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:46057]",NA
RF02187,ENSMFAG00000019324,,NA
RF00001,ENSMFAG00000019336,,NA
,ENSMFAG00000019339,,NA
TOR4A,ENSMFAG00000019343,torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981],102137530
,ENSMFAG00000019344,,NA
RF00100,ENSMFAG00000019346,,NA
RF00017,ENSMFAG00000019352,"RNA, 7SL, cytoplasmic 283, pseudogene [Source:HGNC Symbol;Acc:HGNC:46299]",NA
RF00026,ENSMFAG00000019358,"RNA, U6 small nuclear 979, pseudogene [Source:HGNC Symbol;Acc:HGNC:47942]",NA
RF02137,ENSMFAG00000019361,,NA
RF00001,ENSMFAG00000019369,,NA
,ENSMFAG00000019376,dickkopf-like protein 1 [Source:NCBI gene;Acc:102144634],102144634
,ENSMFAG00000019378,,NA
RF00026,ENSMFAG00000019386,"RNA, U6 small nuclear 312, pseudogene [Source:HGNC Symbol;Acc:HGNC:47275]",NA
RF00100,ENSMFAG00000019388,"RNA, 7SK small nuclear pseudogene 153 [Source:HGNC Symbol;Acc:HGNC:45877]",NA
RF00017,ENSMFAG00000019390,"RNA, 7SL, cytoplasmic 803, pseudogene [Source:HGNC Symbol;Acc:HGNC:46819]",NA
RF01225,ENSMFAG00000019396,,NA
RF00001,ENSMFAG00000019407,,NA
BEX4,ENSMFAG00000019410,brain expressed X-linked 4 [Source:HGNC Symbol;Acc:HGNC:25475],102117016
RF02150,ENSMFAG00000019417,,NA
RF00017,ENSMFAG00000019420,"RNA, 7SL, cytoplasmic 63, pseudogene [Source:HGNC Symbol;Acc:HGNC:46079]",NA
,ENSMFAG00000019421,,NA
RF00100,ENSMFAG00000019422,"RNA, 7SK small nuclear pseudogene 139 [Source:HGNC Symbol;Acc:HGNC:45863]",NA
RF00026,ENSMFAG00000019428,"RNA, U6 small nuclear 873, pseudogene [Source:HGNC Symbol;Acc:HGNC:47836]",NA
RF01225,ENSMFAG00000019433,,NA
RF00001,ENSMFAG00000019444,,NA
CLDN19,ENSMFAG00000019445,claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040],102117783
RF00026,ENSMFAG00000019450,"RNA, U6 small nuclear 71, pseudogene [Source:HGNC Symbol;Acc:HGNC:42561]",NA
,ENSMFAG00000019453,,NA
,ENSMFAG00000019454,,NA
RF00100,ENSMFAG00000019456,"RNA, 7SK small nuclear pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42622]",NA
,ENSMFAG00000019461,,NA
RF00017,ENSMFAG00000019462,"RNA, 7SL, cytoplasmic 167, pseudogene [Source:HGNC Symbol;Acc:HGNC:46183]",NA
RF00001,ENSMFAG00000019466,,NA
RF01225,ENSMFAG00000019467,,NA
,ENSMFAG00000019477,"VPS33A, CORVET/HOPS core subunit [Source:NCBI gene;Acc:101926604]",101926604
RASSF7,ENSMFAG00000019478,Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166],102119622
,ENSMFAG00000019480,,NA
RF00100,ENSMFAG00000019481,,NA
,ENSMFAG00000019482,,NA
RF00019,ENSMFAG00000019483,"RNA, Ro-associated Y4 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:34060]",NA
RF00156,ENSMFAG00000019486,,NA
RF00017,ENSMFAG00000019495,"RNA, 7SL, cytoplasmic 581, pseudogene [Source:HGNC Symbol;Acc:HGNC:46597]",NA
RF00001,ENSMFAG00000019497,,NA
RF00001,ENSMFAG00000019499,,NA
RF00100,ENSMFAG00000019507,"RNA, 7SK small nuclear pseudogene 113 [Source:HGNC Symbol;Acc:HGNC:45837]",NA
RF00156,ENSMFAG00000019519,,NA
RF00001,ENSMFAG00000019520,,NA
RF00017,ENSMFAG00000019521,,NA
RF00017,ENSMFAG00000019528,"RNA, 7SL, cytoplasmic 68, pseudogene [Source:HGNC Symbol;Acc:HGNC:46084]",NA
,ENSMFAG00000019530,,NA
RF00427,ENSMFAG00000019531,small Cajal body-specific RNA 22 [Source:HGNC Symbol;Acc:HGNC:32580],NA
,ENSMFAG00000019535,,NA
,ENSMFAG00000019539,,NA
RF00001,ENSMFAG00000019543,,NA
,ENSMFAG00000019545,tripartite motif-containing protein 34 [Source:NCBI gene;Acc:102142530],102142530
RF00100,ENSMFAG00000019547,"RNA, 7SK small nuclear pseudogene 169 [Source:HGNC Symbol;Acc:HGNC:45893]",NA
RF00019,ENSMFAG00000019555,,NA
,ENSMFAG00000019556,,NA
BLOC1S3,ENSMFAG00000019557,biogenesis of lysosomal organelles complex 1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:20914],102141800
KRTAP19-5,ENSMFAG00000019558,keratin associated protein 19-5 [Source:HGNC Symbol;Acc:HGNC:18940],107129033
RF00001,ENSMFAG00000019561,,NA
RF00017,ENSMFAG00000019564,"RNA, 7SL, cytoplasmic 116, pseudogene [Source:HGNC Symbol;Acc:HGNC:46132]",NA
TMEM121,ENSMFAG00000019568,transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511],102134250
RF00001,ENSMFAG00000019569,,NA
RF00100,ENSMFAG00000019585,"RNA, 7SK small nuclear pseudogene 155 [Source:HGNC Symbol;Acc:HGNC:45879]",NA
RF00019,ENSMFAG00000019596,,NA
,ENSMFAG00000019597,,NA
RF00001,ENSMFAG00000019604,,NA
RF00017,ENSMFAG00000019605,"RNA, 7SL, cytoplasmic 104, pseudogene [Source:HGNC Symbol;Acc:HGNC:46120]",NA
RF00619,ENSMFAG00000019606,"RNA, U6atac small nuclear 18, pseudogene [Source:HGNC Symbol;Acc:HGNC:46917]",NA
RF00001,ENSMFAG00000019607,,NA
,ENSMFAG00000019616,,NA
RF00100,ENSMFAG00000019620,"RNA, 7SK small nuclear pseudogene 94 [Source:HGNC Symbol;Acc:HGNC:45818]",NA
,ENSMFAG00000019621,,NA
RF00067,ENSMFAG00000019624,"small nucleolar RNA, C/D box 15A [Source:HGNC Symbol;Acc:HGNC:10114]",NA
RF00017,ENSMFAG00000019629,"RNA, 7SL, cytoplasmic 164, pseudogene [Source:HGNC Symbol;Acc:HGNC:46180]",NA
,ENSMFAG00000019630,,NA
TRIM3,ENSMFAG00000019633,tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064],102131801
RTL5,ENSMFAG00000019636,retrotransposon Gag like 5 [Source:HGNC Symbol;Acc:HGNC:29430],102127629
RF00019,ENSMFAG00000019637,,NA
RF00001,ENSMFAG00000019640,,NA
,ENSMFAG00000019641,,NA
RF00001,ENSMFAG00000019649,,NA
RF00100,ENSMFAG00000019656,"RNA, 7SK small nuclear pseudogene 160 [Source:HGNC Symbol;Acc:HGNC:45884]",NA
,ENSMFAG00000019657,,NA
RF00017,ENSMFAG00000019659,"RNA, 7SL, cytoplasmic 244, pseudogene [Source:HGNC Symbol;Acc:HGNC:46260]",NA
,ENSMFAG00000019666,,NA
RF00019,ENSMFAG00000019670,,NA
NBDY,ENSMFAG00000019673,negative regulator of P-body association [Source:HGNC Symbol;Acc:HGNC:50713],NA
LIN37,ENSMFAG00000019678,lin-37 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:33234],102116860
RF00001,ENSMFAG00000019681,,NA
RF00001,ENSMFAG00000019684,,NA
RF00017,ENSMFAG00000019685,"RNA, 7SL, cytoplasmic 808, pseudogene [Source:HGNC Symbol;Acc:HGNC:46824]",NA
RF00100,ENSMFAG00000019686,,NA
RF00156,ENSMFAG00000019688,"small nucleolar RNA, H/ACA box 70G [Source:HGNC Symbol;Acc:HGNC:34359]",NA
,ENSMFAG00000019689,,NA
RF00026,ENSMFAG00000019691,,NA
,ENSMFAG00000019699,,NA
RF00001,ENSMFAG00000019705,,NA
,ENSMFAG00000019706,,NA
